side,c_min,filt,k,tgt,ex,n,winrate,avg,total,max_loss,pf,avg_h1,avg_h2
short,200,無,130,250,12:30,91,0.538,17.86,1625.0,-642.0,1.22,15.7,20.5
short,200,無,130,250,13:00,91,0.516,11.12,1012.0,-627.0,1.12,12.5,9.4
short,200,無,130,250,13:10,91,0.516,2.65,241.0,-645.0,1.03,10.0,-6.3
short,200,無,130,250,13:20,91,0.538,13.92,1267.0,-613.0,1.15,16.9,10.3
short,200,無,130,250,13:30,91,0.527,19.99,1819.0,-619.0,1.22,19.7,20.3
short,200,無,130,250,13:44,91,0.527,21.37,1945.0,-618.0,1.23,16.9,26.8
short,200,無,140,50,12:00,92,0.772,-7.76,-714.0,-604.0,0.83,-14.1,-0.2
short,200,無,140,50,12:30,92,0.783,-8.91,-820.0,-642.0,0.81,-17.4,1.2
short,200,無,140,50,13:00,92,0.815,-5.37,-494.0,-627.0,0.88,-14.9,5.9
short,200,無,140,50,13:10,92,0.815,-8.51,-783.0,-645.0,0.82,-18.5,3.4
short,200,無,140,50,13:20,92,0.815,-5.28,-486.0,-613.0,0.88,-12.4,3.2
short,200,無,140,50,13:30,92,0.815,-3.72,-342.0,-619.0,0.91,-11.6,5.7
short,200,無,140,50,13:44,92,0.826,-0.45,-41.0,-618.0,0.99,-12.3,13.7
short,200,無,140,75,12:00,92,0.707,0.39,36.0,-604.0,1.01,-6.6,8.8
short,200,無,140,75,12:30,92,0.717,-1.7,-156.0,-642.0,0.97,-10.0,8.2
short,200,無,140,75,13:00,92,0.728,-1.45,-133.0,-627.0,0.97,-8.5,7.0
short,200,無,140,75,13:10,92,0.739,-4.21,-387.0,-645.0,0.93,-11.2,4.1
short,200,無,140,75,13:20,92,0.75,0.37,34.0,-613.0,1.01,-6.3,8.4
short,200,無,140,75,13:30,92,0.75,2.1,193.0,-619.0,1.04,-5.7,11.4
short,200,無,140,75,13:44,92,0.761,4.85,446.0,-618.0,1.1,-7.4,19.5
short,200,無,140,100,12:00,92,0.685,13.18,1213.0,-604.0,1.25,6.1,21.7
short,200,無,140,100,12:30,92,0.707,13.15,1210.0,-642.0,1.24,5.5,22.3
short,200,無,140,100,13:00,92,0.717,12.02,1106.0,-627.0,1.21,7.5,17.4
short,200,無,140,100,13:10,92,0.728,8.99,827.0,-645.0,1.15,5.1,13.7
short,200,無,140,100,13:20,92,0.739,14.93,1374.0,-613.0,1.26,10.2,20.6
short,200,無,140,100,13:30,92,0.739,17.28,1590.0,-619.0,1.31,10.8,25.0
short,200,無,140,100,13:44,92,0.75,20.61,1896.0,-618.0,1.39,9.1,34.3
short,200,無,140,150,12:00,92,0.576,6.98,642.0,-604.0,1.09,14.6,-2.1
short,200,無,140,150,12:30,92,0.609,8.97,825.0,-642.0,1.12,16.3,0.2
short,200,無,140,150,13:00,92,0.609,2.09,192.0,-627.0,1.02,16.3,-14.8
short,200,無,140,150,13:10,92,0.609,-2.93,-270.0,-645.0,0.97,17.4,-27.1
short,200,無,140,150,13:20,92,0.63,7.67,706.0,-613.0,1.09,23.3,-11.0
short,200,無,140,150,13:30,92,0.63,13.26,1220.0,-619.0,1.17,25.9,-1.8
short,200,無,140,150,13:44,92,0.641,15.39,1416.0,-618.0,1.2,22.9,6.5
short,200,無,140,200,12:00,92,0.511,11.68,1075.0,-604.0,1.15,13.5,9.5
short,200,無,140,200,12:30,92,0.576,16.37,1506.0,-642.0,1.2,16.2,16.5
short,200,無,140,200,13:00,92,0.543,7.05,649.0,-627.0,1.08,15.7,-3.3
short,200,無,140,200,13:10,92,0.543,1.05,97.0,-645.0,1.01,17.5,-18.5
short,200,無,140,200,13:20,92,0.565,12.96,1192.0,-613.0,1.15,25.4,-1.8
short,200,無,140,200,13:30,92,0.565,16.95,1559.0,-619.0,1.2,25.2,7.1
short,200,無,140,200,13:44,92,0.565,16.66,1533.0,-618.0,1.19,21.2,11.3
short,200,無,140,250,12:00,92,0.467,10.62,977.0,-604.0,1.13,6.7,15.3
short,200,無,140,250,12:30,92,0.543,18.49,1701.0,-642.0,1.22,14.1,23.8
short,200,無,140,250,13:00,92,0.511,11.83,1088.0,-627.0,1.13,10.9,12.9
short,200,無,140,250,13:10,92,0.511,3.45,317.0,-645.0,1.03,8.4,-2.4
short,200,無,140,250,13:20,92,0.543,14.6,1343.0,-613.0,1.16,15.3,13.8
short,200,無,140,250,13:30,92,0.533,20.71,1905.0,-619.0,1.23,18.3,23.6
short,200,無,140,250,13:44,92,0.533,20.96,1928.0,-618.0,1.22,15.5,27.5
short,200,無,150,50,12:00,94,0.787,-5.78,-543.0,-614.0,0.87,-11.2,0.7
short,200,無,150,50,12:30,94,0.798,-6.69,-629.0,-642.0,0.85,-14.1,2.1
short,200,無,150,50,13:00,94,0.83,-3.05,-287.0,-627.0,0.93,-11.3,6.7
short,200,無,150,50,13:10,94,0.83,-5.18,-487.0,-645.0,0.88,-13.1,4.2
short,200,無,150,50,13:20,94,0.83,-1.99,-187.0,-613.0,0.95,-7.1,4.0
short,200,無,150,50,13:30,94,0.83,-1.46,-137.0,-619.0,0.96,-8.1,6.5
short,200,無,150,50,13:44,94,0.84,1.91,180.0,-618.0,1.05,-8.5,14.2
short,200,無,150,75,12:00,94,0.713,0.98,92.0,-614.0,1.02,-6.3,9.6
short,200,無,150,75,12:30,94,0.723,-1.06,-100.0,-642.0,0.98,-9.5,9.0
short,200,無,150,75,13:00,94,0.734,-0.71,-67.0,-627.0,0.99,-7.9,7.8
short,200,無,150,75,13:10,94,0.745,-3.41,-321.0,-645.0,0.94,-10.5,5.0
short,200,無,150,75,13:20,94,0.755,1.06,100.0,-613.0,1.02,-5.8,9.2
short,200,無,150,75,13:30,94,0.755,2.97,279.0,-619.0,1.06,-5.1,12.6
short,200,無,150,75,13:44,94,0.766,5.66,532.0,-618.0,1.11,-6.8,20.5
short,200,無,150,100,12:00,94,0.681,10.66,1002.0,-614.0,1.19,6.0,16.2
short,200,無,150,100,12:30,94,0.702,9.8,921.0,-642.0,1.17,4.9,15.6
short,200,無,150,100,13:00,94,0.713,8.74,822.0,-627.0,1.14,8.3,9.3
short,200,無,150,100,13:10,94,0.723,5.84,549.0,-645.0,1.09,5.9,5.8
short,200,無,150,100,13:20,94,0.734,11.98,1126.0,-613.0,1.2,10.9,13.3
short,200,無,150,100,13:30,94,0.734,14.61,1373.0,-619.0,1.26,11.5,18.3
short,200,無,150,100,13:44,94,0.745,17.91,1684.0,-618.0,1.33,9.8,27.5
short,200,無,150,150,12:00,94,0.574,5.56,523.0,-614.0,1.07,14.2,-4.7
short,200,無,150,150,12:30,94,0.606,6.61,621.0,-642.0,1.09,15.4,-3.8
short,200,無,150,150,13:00,94,0.606,0.65,61.0,-627.0,1.01,15.5,-17.0
short,200,無,150,150,13:10,94,0.606,-4.72,-444.0,-645.0,0.95,16.7,-30.2
short,200,無,150,150,13:20,94,0.628,5.82,547.0,-613.0,1.07,22.8,-14.3
short,200,無,150,150,13:30,94,0.628,11.59,1089.0,-619.0,1.15,24.9,-4.2
short,200,無,150,150,13:44,94,0.638,13.44,1263.0,-618.0,1.17,22.3,3.0
short,200,無,150,200,12:00,94,0.521,12.44,1169.0,-614.0,1.16,12.9,11.8
short,200,無,150,200,12:30,94,0.585,16.84,1583.0,-642.0,1.21,15.1,19.0
short,200,無,150,200,13:00,94,0.553,7.85,738.0,-627.0,1.09,14.8,-0.4
short,200,無,150,200,13:10,94,0.553,2.06,194.0,-645.0,1.02,16.6,-15.2
short,200,無,150,200,13:20,94,0.574,13.68,1286.0,-613.0,1.16,24.3,1.0
short,200,無,150,200,13:30,94,0.574,18.12,1703.0,-619.0,1.21,25.0,10.0
short,200,無,150,200,13:44,94,0.574,17.39,1635.0,-618.0,1.2,20.2,14.1
short,200,無,150,250,12:00,94,0.468,8.14,765.0,-614.0,1.1,6.0,10.6
short,200,無,150,250,12:30,94,0.543,14.2,1335.0,-642.0,1.17,12.9,15.7
short,200,無,150,250,13:00,94,0.511,6.65,625.0,-627.0,1.07,10.1,2.6
short,200,無,150,250,13:10,94,0.511,-1.38,-130.0,-645.0,0.99,7.7,-12.2
short,200,無,150,250,13:20,94,0.543,9.47,890.0,-613.0,1.1,14.5,3.4
short,200,無,150,250,13:30,94,0.532,15.88,1493.0,-619.0,1.17,18.2,13.1
short,200,無,150,250,13:44,94,0.532,15.64,1470.0,-618.0,1.16,14.6,16.9
short,200,前日反向,10,50,12:00,40,0.75,-4.7,-188.0,-474.0,0.88,-17.4,12.5
short,200,前日反向,10,50,12:30,40,0.75,-5.78,-231.0,-288.0,0.86,-24.9,20.1
short,200,前日反向,10,50,13:00,40,0.75,-13.02,-521.0,-297.0,0.73,-36.2,18.4
short,200,前日反向,10,50,13:10,40,0.75,-13.68,-547.0,-372.0,0.72,-38.5,19.9
short,200,前日反向,10,50,13:20,40,0.75,-9.15,-366.0,-336.0,0.8,-27.1,15.2
short,200,前日反向,10,50,13:30,40,0.75,-10.22,-409.0,-435.0,0.78,-26.7,12.1
short,200,前日反向,10,50,13:44,40,0.775,2.52,101.0,-262.0,1.07,-24.2,38.7
short,200,前日反向,10,75,12:00,40,0.75,12.12,485.0,-474.0,1.3,-4.4,34.5
short,200,前日反向,10,75,12:30,40,0.75,11.72,469.0,-288.0,1.28,-10.7,42.1
short,200,前日反向,10,75,13:00,40,0.75,5.72,229.0,-297.0,1.12,-19.9,40.4
short,200,前日反向,10,75,13:10,40,0.75,5.08,203.0,-372.0,1.1,-22.2,42.0
short,200,前日反向,10,75,13:20,40,0.75,9.6,384.0,-336.0,1.21,-10.8,37.2
short,200,前日反向,10,75,13:30,40,0.75,8.52,341.0,-435.0,1.18,-10.4,34.1
short,200,前日反向,10,75,13:44,40,0.775,21.9,876.0,-262.0,1.63,-7.9,62.2
short,200,前日反向,10,100,12:00,40,0.75,27.7,1108.0,-474.0,1.68,6.3,56.6
short,200,前日反向,10,100,12:30,40,0.725,27.4,1096.0,-288.0,1.66,0.2,64.2
short,200,前日反向,10,100,13:00,40,0.75,21.58,863.0,-297.0,1.44,-8.7,62.5
short,200,前日反向,10,100,13:10,40,0.75,22.42,897.0,-372.0,1.45,-8.3,64.1
short,200,前日反向,10,100,13:20,40,0.75,24.82,993.0,-336.0,1.55,-0.7,59.3
short,200,前日反向,10,100,13:30,40,0.75,23.68,947.0,-435.0,1.51,-0.3,56.2
short,200,前日反向,10,100,13:44,40,0.725,32.4,1296.0,-262.0,1.88,1.1,74.7
short,200,前日反向,10,150,12:00,40,0.675,26.12,1045.0,-474.0,1.48,-16.3,83.5
short,200,前日反向,10,150,12:30,40,0.675,28.05,1122.0,-441.0,1.53,-21.0,94.4
short,200,前日反向,10,150,13:00,40,0.65,23.95,958.0,-430.0,1.38,-30.3,97.4
short,200,前日反向,10,150,13:10,40,0.625,22.4,896.0,-372.0,1.35,-29.4,92.5
short,200,前日反向,10,150,13:20,40,0.625,25.1,1004.0,-355.0,1.43,-24.2,91.8
short,200,前日反向,10,150,13:30,40,0.675,28.2,1128.0,-435.0,1.49,-19.4,92.6
short,200,前日反向,10,150,13:44,40,0.65,35.38,1415.0,-291.0,1.71,-21.8,112.7
short,200,前日反向,10,200,12:00,40,0.675,41.02,1641.0,-474.0,1.76,-3.6,101.4
short,200,前日反向,10,200,12:30,40,0.675,46.12,1845.0,-441.0,1.87,-5.7,116.3
short,200,前日反向,10,200,13:00,40,0.6,31.1,1244.0,-430.0,1.48,-16.8,95.9
short,200,前日反向,10,200,13:10,40,0.6,32.6,1304.0,-372.0,1.48,-12.0,93.0
short,200,前日反向,10,200,13:20,40,0.6,39.42,1577.0,-355.0,1.63,-6.8,102.0
short,200,前日反向,10,200,13:30,40,0.65,39.85,1594.0,-435.0,1.64,-2.0,96.5
short,200,前日反向,10,200,13:44,40,0.6,42.95,1718.0,-291.0,1.76,-4.4,107.0
short,200,前日反向,10,250,12:00,40,0.675,44.52,1781.0,-474.0,1.82,-4.7,111.2
short,200,前日反向,10,250,12:30,40,0.65,43.22,1729.0,-441.0,1.76,-8.9,113.7
short,200,前日反向,10,250,13:00,40,0.575,35.75,1430.0,-430.0,1.53,-13.9,102.9
short,200,前日反向,10,250,13:10,40,0.575,36.33,1453.0,-372.0,1.51,-11.1,100.5
short,200,前日反向,10,250,13:20,40,0.575,45.9,1836.0,-355.0,1.71,-1.3,109.8
short,200,前日反向,10,250,13:30,40,0.6,43.62,1745.0,-435.0,1.66,-6.6,111.6
short,200,前日反向,10,250,13:44,40,0.575,50.55,2022.0,-291.0,1.84,1.5,116.9
short,200,前日反向,20,50,12:00,42,0.786,-2.81,-118.0,-484.0,0.93,-18.8,18.4
short,200,前日反向,20,50,12:30,42,0.786,-2.12,-89.0,-298.0,0.95,-25.5,29.0
short,200,前日反向,20,50,13:00,42,0.786,-6.6,-277.0,-307.0,0.85,-34.9,31.1
short,200,前日反向,20,50,13:10,42,0.786,-7.36,-309.0,-382.0,0.84,-37.1,32.3
short,200,前日反向,20,50,13:20,42,0.786,-3.76,-158.0,-346.0,0.91,-26.2,26.1
short,200,前日反向,20,50,13:30,42,0.786,-5.88,-247.0,-445.0,0.87,-25.8,20.6
short,200,前日反向,20,50,13:44,42,0.81,7.21,303.0,-272.0,1.23,-23.4,48.0
short,200,前日反向,20,75,12:00,42,0.786,15.62,656.0,-484.0,1.4,-4.2,42.1
short,200,前日反向,20,75,12:30,42,0.786,16.93,711.0,-298.0,1.43,-9.8,52.6
short,200,前日反向,20,75,13:00,42,0.786,11.43,480.0,-307.0,1.26,-21.0,54.7
short,200,前日反向,20,75,13:10,42,0.786,12.29,516.0,-382.0,1.27,-20.4,55.9
short,200,前日反向,20,75,13:20,42,0.786,15.88,667.0,-346.0,1.38,-9.5,49.7
short,200,前日反向,20,75,13:30,42,0.786,13.76,578.0,-445.0,1.32,-9.1,44.2
short,200,前日反向,20,75,13:44,42,0.81,27.45,1153.0,-272.0,1.87,-6.7,73.0
short,200,前日反向,20,100,12:00,42,0.762,27.67,1162.0,-484.0,1.68,5.1,57.8
short,200,前日反向,20,100,12:30,42,0.738,28.33,1190.0,-298.0,1.68,0.9,64.9
short,200,前日反向,20,100,13:00,42,0.762,23.02,967.0,-307.0,1.48,-7.2,63.3
short,200,前日反向,20,100,13:10,42,0.762,23.83,1001.0,-382.0,1.49,-6.9,64.8
short,200,前日反向,20,100,13:20,42,0.762,26.12,1097.0,-346.0,1.58,0.5,60.3
short,200,前日反向,20,100,13:30,42,0.762,25.02,1051.0,-445.0,1.55,0.8,57.4
short,200,前日反向,20,100,13:44,42,0.738,33.33,1400.0,-272.0,1.9,2.2,74.9
short,200,前日反向,20,150,12:00,42,0.69,24.55,1031.0,-484.0,1.46,-18.0,81.3
short,200,前日反向,20,150,12:30,42,0.69,27.79,1167.0,-451.0,1.53,-20.6,92.3
short,200,前日反向,20,150,13:00,42,0.619,17.05,716.0,-440.0,1.26,-27.3,76.2
short,200,前日反向,20,150,13:10,42,0.619,14.71,618.0,-382.0,1.22,-26.4,69.6
short,200,前日反向,20,150,13:20,42,0.619,18.98,797.0,-365.0,1.3,-21.4,72.8
short,200,前日反向,20,150,13:30,42,0.667,19.14,804.0,-445.0,1.31,-16.8,67.1
short,200,前日反向,20,150,13:44,42,0.619,23.33,980.0,-301.0,1.41,-19.1,79.9
short,200,前日反向,20,200,12:00,42,0.69,38.29,1608.0,-484.0,1.71,-10.1,102.8
short,200,前日反向,20,200,12:30,42,0.69,44.79,1881.0,-451.0,1.85,-9.3,116.9
short,200,前日反向,20,200,13:00,42,0.619,32.76,1376.0,-440.0,1.51,-16.0,97.7
short,200,前日反向,20,200,13:10,42,0.619,34.07,1431.0,-382.0,1.51,-11.6,94.9
short,200,前日反向,20,200,13:20,42,0.619,40.93,1719.0,-365.0,1.66,-5.2,102.5
short,200,前日反向,20,200,13:30,42,0.667,41.0,1722.0,-445.0,1.67,-2.3,98.8
short,200,前日反向,20,200,13:44,42,0.619,45.12,1895.0,-301.0,1.8,-2.6,108.7
short,200,前日反向,20,250,12:00,42,0.69,43.62,1832.0,-484.0,1.81,-8.6,113.2
short,200,前日反向,20,250,12:30,42,0.667,43.93,1845.0,-451.0,1.78,-10.2,116.2
short,200,前日反向,20,250,13:00,42,0.595,39.19,1646.0,-440.0,1.58,-11.3,106.6
short,200,前日反向,20,250,13:10,42,0.595,38.67,1624.0,-382.0,1.55,-10.5,104.3
short,200,前日反向,20,250,13:20,42,0.595,46.43,1950.0,-365.0,1.71,-3.5,113.0
short,200,前日反向,20,250,13:30,42,0.619,43.79,1839.0,-445.0,1.66,-9.8,115.3
short,200,前日反向,20,250,13:44,42,0.595,49.48,2078.0,-301.0,1.82,-3.6,120.3
short,200,前日反向,30,50,12:00,43,0.767,-3.51,-151.0,-494.0,0.91,-21.7,19.5
short,200,前日反向,30,50,12:30,43,0.791,-2.58,-111.0,-308.0,0.93,-28.0,29.5
short,200,前日反向,30,50,13:00,43,0.791,-6.72,-289.0,-317.0,0.85,-37.0,31.5
short,200,前日反向,30,50,13:10,43,0.791,-7.47,-321.0,-392.0,0.84,-39.2,32.6
short,200,前日反向,30,50,13:20,43,0.791,-3.95,-170.0,-356.0,0.91,-28.2,26.7
short,200,前日反向,30,50,13:30,43,0.791,-6.02,-259.0,-455.0,0.86,-27.8,21.5
short,200,前日反向,30,50,13:44,43,0.814,7.0,301.0,-282.0,1.22,-25.5,48.0
short,200,前日反向,30,75,12:00,43,0.767,13.42,577.0,-494.0,1.33,-10.1,43.2
short,200,前日反向,30,75,12:30,43,0.767,14.42,620.0,-308.0,1.36,-16.2,53.2
short,200,前日反向,30,75,13:00,43,0.767,10.58,455.0,-317.0,1.24,-24.7,55.2
short,200,前日反向,30,75,13:10,43,0.791,11.58,498.0,-392.0,1.25,-23.8,56.3
short,200,前日反向,30,75,13:20,43,0.791,14.28,614.0,-356.0,1.34,-14.3,50.4
short,200,前日反向,30,75,13:30,43,0.767,11.95,514.0,-455.0,1.27,-14.4,45.2
short,200,前日反向,30,75,13:44,43,0.767,20.84,896.0,-282.0,1.59,-12.8,63.4
short,200,前日反向,30,100,12:00,43,0.744,26.88,1156.0,-494.0,1.65,1.3,59.2
short,200,前日反向,30,100,12:30,43,0.767,30.79,1324.0,-308.0,1.77,-2.5,72.8
short,200,前日反向,30,100,13:00,43,0.744,26.26,1129.0,-317.0,1.58,-10.1,72.2
short,200,前日反向,30,100,13:10,43,0.767,24.35,1047.0,-392.0,1.5,-9.8,67.5
short,200,前日反向,30,100,13:20,43,0.767,27.49,1182.0,-356.0,1.63,-2.5,65.3
short,200,前日反向,30,100,13:30,43,0.744,26.88,1156.0,-455.0,1.61,-2.2,63.6
short,200,前日反向,30,100,13:44,43,0.767,36.33,1562.0,-282.0,2.03,-0.8,83.2
short,200,前日反向,30,150,12:00,43,0.698,26.6,1144.0,-494.0,1.5,-22.8,88.9
short,200,前日反向,30,150,12:30,43,0.698,29.6,1273.0,-455.0,1.58,-25.3,99.0
short,200,前日反向,30,150,13:00,43,0.628,22.56,970.0,-444.0,1.37,-31.2,90.5
short,200,前日反向,30,150,13:10,43,0.651,18.95,815.0,-392.0,1.3,-30.3,81.2
short,200,前日反向,30,150,13:20,43,0.651,22.49,967.0,-369.0,1.38,-25.3,82.9
short,200,前日反向,30,150,13:30,43,0.651,22.58,971.0,-455.0,1.38,-20.7,77.3
short,200,前日反向,30,150,13:44,43,0.628,26.44,1137.0,-305.0,1.48,-23.0,88.9
short,200,前日反向,30,200,12:00,43,0.698,40.35,1735.0,-494.0,1.76,-15.5,110.9
short,200,前日反向,30,200,12:30,43,0.698,46.77,2011.0,-455.0,1.92,-14.3,123.9
short,200,前日反向,30,200,13:00,43,0.605,38.23,1644.0,-444.0,1.62,-20.5,112.5
short,200,前日反向,30,200,13:10,43,0.651,38.19,1642.0,-392.0,1.6,-16.2,106.8
short,200,前日反向,30,200,13:20,43,0.651,44.49,1913.0,-369.0,1.74,-9.4,112.6
short,200,前日反向,30,200,13:30,43,0.651,44.72,1923.0,-455.0,1.75,-6.5,109.4
short,200,前日反向,30,200,13:44,43,0.628,48.51,2086.0,-305.0,1.89,-6.8,118.3
short,200,前日反向,30,250,12:00,43,0.674,38.53,1657.0,-494.0,1.71,-14.8,105.9
short,200,前日反向,30,250,12:30,43,0.651,37.72,1622.0,-455.0,1.66,-16.1,105.7
short,200,前日反向,30,250,13:00,43,0.558,34.74,1494.0,-444.0,1.5,-17.2,100.3
short,200,前日反向,30,250,13:10,43,0.605,31.02,1334.0,-392.0,1.43,-20.0,95.5
short,200,前日反向,30,250,13:20,43,0.605,38.7,1664.0,-369.0,1.59,-12.9,103.9
short,200,前日反向,30,250,13:30,43,0.581,38.65,1662.0,-455.0,1.58,-16.9,108.8
short,200,前日反向,30,250,13:44,43,0.558,44.44,1911.0,-305.0,1.72,-8.6,111.5
short,200,前日反向,40,50,12:00,43,0.814,9.86,424.0,-310.0,1.34,-20.3,48.0
short,200,前日反向,40,50,12:30,43,0.814,7.98,343.0,-318.0,1.26,-23.7,48.0
short,200,前日反向,40,50,13:00,43,0.837,3.09,133.0,-327.0,1.08,-32.5,48.0
short,200,前日反向,40,50,13:10,43,0.837,2.56,110.0,-402.0,1.07,-33.4,48.0
short,200,前日反向,40,50,13:20,43,0.837,7.42,319.0,-290.0,1.23,-24.7,48.0
short,200,前日反向,40,50,13:30,43,0.837,8.0,344.0,-272.0,1.25,-23.7,48.0
short,200,前日反向,40,50,13:44,43,0.837,8.95,385.0,-292.0,1.29,-22.0,48.0
short,200,前日反向,40,75,12:00,43,0.744,10.51,452.0,-504.0,1.25,-14.9,42.6
short,200,前日反向,40,75,12:30,43,0.744,12.47,536.0,-318.0,1.3,-19.3,52.6
short,200,前日反向,40,75,13:00,43,0.767,8.72,375.0,-327.0,1.19,-27.6,54.6
short,200,前日反向,40,75,13:10,43,0.791,9.37,403.0,-402.0,1.2,-27.3,55.7
short,200,前日反向,40,75,13:20,43,0.744,10.91,469.0,-366.0,1.25,-20.0,49.9
short,200,前日反向,40,75,13:30,43,0.767,8.77,377.0,-465.0,1.19,-19.7,44.7
short,200,前日反向,40,75,13:44,43,0.767,17.58,756.0,-292.0,1.48,-18.2,62.8
short,200,前日反向,40,100,12:00,43,0.721,22.09,950.0,-504.0,1.51,-2.4,53.1
short,200,前日反向,40,100,12:30,43,0.721,25.56,1099.0,-318.0,1.61,-6.4,65.9
short,200,前日反向,40,100,13:00,43,0.744,23.47,1009.0,-327.0,1.5,-14.3,71.2
short,200,前日反向,40,100,13:10,43,0.767,20.81,895.0,-402.0,1.41,-15.3,66.5
short,200,前日反向,40,100,13:20,43,0.721,23.4,1006.0,-366.0,1.52,-9.0,64.3
short,200,前日反向,40,100,13:30,43,0.744,23.12,994.0,-465.0,1.5,-8.1,62.5
short,200,前日反向,40,100,13:44,43,0.767,32.4,1393.0,-292.0,1.88,-7.0,82.1
short,200,前日反向,40,150,12:00,43,0.674,22.02,947.0,-504.0,1.4,-28.9,86.3
short,200,前日反向,40,150,12:30,43,0.651,25.88,1113.0,-455.0,1.49,-29.9,96.4
short,200,前日反向,40,150,13:00,43,0.605,19.3,830.0,-444.0,1.3,-35.0,87.8
short,200,前日反向,40,150,13:10,43,0.628,15.7,675.0,-402.0,1.24,-34.1,78.6
short,200,前日反向,40,150,13:20,43,0.605,19.23,827.0,-369.0,1.31,-29.1,80.3
short,200,前日反向,40,150,13:30,43,0.628,19.33,831.0,-465.0,1.31,-24.5,74.6
short,200,前日反向,40,150,13:44,43,0.628,23.19,997.0,-305.0,1.41,-26.8,86.3
short,200,前日反向,40,200,12:00,43,0.674,32.23,1386.0,-504.0,1.58,-23.0,101.9
short,200,前日反向,40,200,12:30,43,0.651,38.72,1665.0,-455.0,1.73,-25.8,120.3
short,200,前日反向,40,200,13:00,43,0.581,31.37,1349.0,-444.0,1.49,-29.9,108.8
short,200,前日反向,40,200,13:10,43,0.628,29.93,1287.0,-402.0,1.45,-28.0,103.2
short,200,前日反向,40,200,13:20,43,0.605,37.72,1622.0,-369.0,1.61,-18.6,108.9
short,200,前日反向,40,200,13:30,43,0.605,33.26,1430.0,-465.0,1.51,-24.5,106.3
short,200,前日反向,40,200,13:44,43,0.628,41.53,1786.0,-305.0,1.73,-16.8,115.2
short,200,前日反向,40,250,12:00,43,0.651,27.35,1176.0,-504.0,1.48,-30.3,100.2
short,200,前日反向,40,250,12:30,43,0.605,29.79,1281.0,-455.0,1.5,-26.1,100.4
short,200,前日反向,40,250,13:00,43,0.535,25.0,1075.0,-444.0,1.35,-30.9,95.6
short,200,前日反向,40,250,13:10,43,0.581,20.79,894.0,-402.0,1.28,-34.6,90.7
short,200,前日反向,40,250,13:20,43,0.558,28.7,1234.0,-369.0,1.42,-27.1,99.2
short,200,前日反向,40,250,13:30,43,0.558,28.98,1246.0,-465.0,1.42,-30.9,104.6
short,200,前日反向,40,250,13:44,43,0.535,34.21,1471.0,-305.0,1.53,-23.6,107.3
short,200,前日反向,50,50,12:00,45,0.778,5.87,264.0,-314.0,1.2,-29.5,46.3
short,200,前日反向,50,50,12:30,45,0.756,-0.78,-35.0,-320.0,0.98,-35.8,39.3
short,200,前日反向,50,50,13:00,45,0.778,-7.71,-347.0,-329.0,0.83,-44.3,34.1
short,200,前日反向,50,50,13:10,45,0.8,-6.58,-296.0,-404.0,0.85,-42.5,34.5
short,200,前日反向,50,50,13:20,45,0.8,-0.93,-42.0,-292.0,0.98,-31.6,34.1
short,200,前日反向,50,50,13:30,45,0.8,-0.58,-26.0,-282.0,0.99,-31.2,34.4
short,200,前日反向,50,50,13:44,45,0.8,0.6,27.0,-294.0,1.02,-28.8,34.2
short,200,前日反向,50,75,12:00,45,0.756,20.07,903.0,-314.0,1.64,-17.8,63.4
short,200,前日反向,50,75,12:30,45,0.756,16.2,729.0,-320.0,1.44,-21.8,59.7
short,200,前日反向,50,75,13:00,45,0.756,8.49,382.0,-329.0,1.19,-29.7,52.1
short,200,前日反向,50,75,13:10,45,0.778,6.38,287.0,-404.0,1.13,-29.4,47.3
short,200,前日反向,50,75,13:20,45,0.733,11.67,525.0,-292.0,1.28,-22.0,50.2
short,200,前日反向,50,75,13:30,45,0.733,13.42,604.0,-282.0,1.33,-21.8,53.6
short,200,前日反向,50,75,13:44,45,0.756,16.22,730.0,-294.0,1.42,-20.3,58.0
short,200,前日反向,50,100,12:00,45,0.711,19.44,875.0,-514.0,1.45,-8.9,51.8
short,200,前日反向,50,100,12:30,45,0.689,19.04,857.0,-324.0,1.42,-13.7,56.5
short,200,前日反向,50,100,13:00,45,0.711,14.93,672.0,-329.0,1.29,-21.4,56.5
short,200,前日反向,50,100,13:10,45,0.733,10.6,477.0,-404.0,1.19,-26.2,52.6
short,200,前日反向,50,100,13:20,45,0.689,12.82,577.0,-376.0,1.24,-19.9,50.2
short,200,前日反向,50,100,13:30,45,0.689,14.78,665.0,-475.0,1.29,-15.1,49.0
short,200,前日反向,50,100,13:44,45,0.711,23.2,1044.0,-294.0,1.55,-14.7,66.5
short,200,前日反向,50,150,12:00,45,0.667,21.27,957.0,-514.0,1.39,-33.0,83.3
short,200,前日反向,50,150,12:30,45,0.622,21.91,986.0,-455.0,1.39,-33.7,85.4
short,200,前日反向,50,150,13:00,45,0.6,11.89,535.0,-444.0,1.17,-41.2,72.5
short,200,前日反向,50,150,13:10,45,0.6,10.38,467.0,-404.0,1.15,-37.0,64.5
short,200,前日反向,50,150,13:20,45,0.578,13.58,611.0,-376.0,1.2,-32.0,65.7
short,200,前日反向,50,150,13:30,45,0.6,13.8,621.0,-475.0,1.21,-27.4,60.9
short,200,前日反向,50,150,13:44,45,0.6,17.4,783.0,-305.0,1.28,-29.7,71.2
