side,c_min,filt,k,tgt,ex,n,winrate,avg,total,max_loss,pf,avg_h1,avg_h2
long,100,無,10,75,12:00,63,0.746,13.32,839.0,-789.0,1.34,-14.1,35.3
long,100,無,10,75,12:30,63,0.81,20.75,1307.0,-711.0,1.57,3.6,34.5
long,100,無,10,75,13:00,63,0.825,26.97,1699.0,-476.0,1.83,13.3,37.9
long,100,無,10,75,13:10,63,0.857,29.57,1863.0,-460.0,1.96,15.8,40.6
long,100,無,10,75,13:20,63,0.841,27.86,1755.0,-539.0,1.84,12.8,39.9
long,100,無,10,75,13:30,63,0.857,24.38,1536.0,-553.0,1.65,9.6,36.2
long,100,無,10,75,13:44,63,0.841,19.02,1198.0,-585.0,1.45,5.4,29.9
long,100,無,10,100,12:00,63,0.73,24.16,1522.0,-789.0,1.55,-13.8,54.5
long,100,無,10,100,12:30,63,0.794,33.17,2090.0,-711.0,1.81,6.6,54.5
long,100,無,10,100,13:00,63,0.778,37.3,2350.0,-476.0,2.0,10.7,58.6
long,100,無,10,100,13:10,63,0.825,38.51,2426.0,-460.0,2.01,9.1,62.1
long,100,無,10,100,13:20,63,0.81,36.7,2312.0,-539.0,1.91,5.9,61.4
long,100,無,10,100,13:30,63,0.81,31.83,2005.0,-553.0,1.69,-0.4,57.6
long,100,無,10,100,13:44,63,0.794,26.16,1648.0,-585.0,1.51,-5.4,51.4
long,100,無,10,150,12:00,63,0.635,11.25,709.0,-994.0,1.15,-2.6,22.3
long,100,無,10,150,12:30,63,0.683,15.19,957.0,-1068.0,1.2,20.2,11.1
long,100,無,10,150,13:00,63,0.667,10.51,662.0,-1166.0,1.13,23.4,0.2
long,100,無,10,150,13:10,63,0.73,11.79,743.0,-1096.0,1.14,24.6,1.5
long,100,無,10,150,13:20,63,0.714,12.63,796.0,-1191.0,1.15,24.4,3.2
long,100,無,10,150,13:30,63,0.714,5.94,374.0,-1090.0,1.06,20.3,-5.5
long,100,無,10,150,13:44,63,0.698,-2.03,-128.0,-1279.0,0.98,16.9,-17.2
long,100,無,10,200,12:00,63,0.54,-3.1,-195.0,-994.0,0.96,-0.0,-5.5
long,100,無,10,200,12:30,63,0.571,-8.22,-518.0,-1068.0,0.91,16.9,-28.3
long,100,無,10,200,13:00,63,0.556,-20.17,-1271.0,-1166.0,0.82,19.9,-52.3
long,100,無,10,200,13:10,63,0.635,-18.65,-1175.0,-1096.0,0.84,20.9,-50.3
long,100,無,10,200,13:20,63,0.619,-19.05,-1200.0,-1191.0,0.84,20.5,-50.7
long,100,無,10,200,13:30,63,0.619,-24.68,-1555.0,-1090.0,0.81,12.4,-54.4
long,100,無,10,200,13:44,63,0.619,-34.97,-2203.0,-1279.0,0.75,16.2,-75.9
long,100,無,10,250,12:00,63,0.524,4.86,306.0,-994.0,1.06,3.6,5.9
long,100,無,10,250,12:30,63,0.556,-0.81,-51.0,-1068.0,0.99,14.6,-13.2
long,100,無,10,250,13:00,63,0.54,-16.19,-1020.0,-1166.0,0.86,12.9,-39.4
long,100,無,10,250,13:10,63,0.603,-14.44,-910.0,-1096.0,0.88,14.4,-37.5
long,100,無,10,250,13:20,63,0.587,-13.02,-820.0,-1191.0,0.89,17.1,-37.1
long,100,無,10,250,13:30,63,0.587,-22.03,-1388.0,-1090.0,0.83,5.4,-44.0
long,100,無,10,250,13:44,63,0.571,-29.95,-1887.0,-1279.0,0.79,12.6,-64.0
long,100,無,20,50,12:00,65,0.8,2.02,131.0,-799.0,1.06,-17.1,18.4
long,100,無,20,50,12:30,65,0.846,8.95,582.0,-721.0,1.29,-1.6,18.0
long,100,無,20,50,13:00,65,0.862,15.14,984.0,-486.0,1.58,8.1,21.1
long,100,無,20,50,13:10,65,0.862,14.38,935.0,-470.0,1.53,10.1,18.1
long,100,無,20,50,13:20,65,0.862,12.88,837.0,-549.0,1.45,7.6,17.4
long,100,無,20,50,13:30,65,0.877,9.38,610.0,-563.0,1.29,4.5,13.6
long,100,無,20,50,13:44,65,0.877,7.17,466.0,-595.0,1.21,3.4,10.4
long,100,無,20,75,12:00,65,0.754,8.48,551.0,-799.0,1.19,-21.5,34.2
long,100,無,20,75,12:30,65,0.8,14.52,944.0,-721.0,1.35,-6.7,32.7
long,100,無,20,75,13:00,65,0.785,18.49,1202.0,-486.0,1.49,-2.5,36.5
long,100,無,20,75,13:10,65,0.815,18.97,1233.0,-470.0,1.49,-5.0,39.5
long,100,無,20,75,13:20,65,0.815,17.22,1119.0,-549.0,1.42,-8.0,38.8
long,100,無,20,75,13:30,65,0.815,12.86,836.0,-563.0,1.28,-13.0,35.0
long,100,無,20,75,13:44,65,0.8,6.68,434.0,-595.0,1.13,-19.1,28.8
long,100,無,20,100,12:00,65,0.738,19.88,1292.0,-799.0,1.41,-6.5,42.5
long,100,無,20,100,12:30,65,0.785,29.48,1916.0,-721.0,1.68,9.9,46.3
long,100,無,20,100,13:00,65,0.769,33.18,2157.0,-486.0,1.82,13.7,49.9
long,100,無,20,100,13:10,65,0.8,33.82,2198.0,-470.0,1.81,12.3,52.2
long,100,無,20,100,13:20,65,0.8,32.15,2090.0,-549.0,1.73,9.5,51.5
long,100,無,20,100,13:30,65,0.8,27.12,1763.0,-563.0,1.55,3.7,47.2
long,100,無,20,100,13:44,65,0.785,22.54,1465.0,-595.0,1.42,-1.9,43.5
long,100,無,20,150,12:00,65,0.646,4.37,284.0,-1004.0,1.06,0.3,7.9
long,100,無,20,150,12:30,65,0.677,6.92,450.0,-1078.0,1.09,19.4,-3.8
long,100,無,20,150,13:00,65,0.662,2.14,139.0,-1176.0,1.03,21.2,-14.2
long,100,無,20,150,13:10,65,0.708,2.95,192.0,-1106.0,1.03,21.4,-12.9
long,100,無,20,150,13:20,65,0.708,6.45,419.0,-1201.0,1.07,20.1,-5.3
long,100,無,20,150,13:30,65,0.723,2.51,163.0,-1100.0,1.03,18.4,-11.1
long,100,無,20,150,13:44,65,0.708,-4.34,-282.0,-1289.0,0.96,16.0,-21.7
long,100,無,20,200,12:00,65,0.569,-2.4,-156.0,-1004.0,0.97,8.2,-11.5
long,100,無,20,200,12:30,65,0.585,-8.25,-536.0,-1078.0,0.92,21.4,-33.7
long,100,無,20,200,13:00,65,0.569,-21.57,-1402.0,-1176.0,0.81,19.8,-57.1
long,100,無,20,200,13:10,65,0.631,-19.95,-1297.0,-1106.0,0.83,20.7,-54.8
long,100,無,20,200,13:20,65,0.631,-20.08,-1305.0,-1201.0,0.83,20.5,-54.9
long,100,無,20,200,13:30,65,0.631,-25.08,-1630.0,-1100.0,0.8,14.0,-58.6
long,100,無,20,200,13:44,65,0.631,-35.26,-2292.0,-1289.0,0.75,17.1,-80.2
long,100,無,20,250,12:00,65,0.538,-3.32,-216.0,-1004.0,0.96,-3.8,-2.9
long,100,無,20,250,12:30,65,0.569,-7.45,-484.0,-1078.0,0.92,6.2,-19.1
long,100,無,20,250,13:00,65,0.554,-22.48,-1461.0,-1176.0,0.8,5.0,-46.0
long,100,無,20,250,13:10,65,0.6,-20.63,-1341.0,-1106.0,0.83,5.7,-43.2
long,100,無,20,250,13:20,65,0.6,-20.18,-1312.0,-1201.0,0.83,6.2,-42.8
long,100,無,20,250,13:30,65,0.6,-27.49,-1787.0,-1100.0,0.79,-2.6,-48.8
long,100,無,20,250,13:44,65,0.585,-36.42,-2367.0,-1289.0,0.75,1.4,-68.8
long,100,無,30,50,12:00,67,0.836,3.54,237.0,-809.0,1.1,-13.3,18.9
long,100,無,30,50,12:30,67,0.866,11.0,737.0,-731.0,1.37,1.2,19.9
long,100,無,30,50,13:00,67,0.866,14.93,1000.0,-496.0,1.56,9.4,20.0
long,100,無,30,50,13:10,67,0.866,14.19,951.0,-480.0,1.52,11.2,16.9
long,100,無,30,50,13:20,67,0.866,12.73,853.0,-559.0,1.44,8.9,16.2
long,100,無,30,50,13:30,67,0.881,9.34,626.0,-573.0,1.29,5.9,12.5
long,100,無,30,50,13:44,67,0.866,5.61,376.0,-605.0,1.16,4.9,6.2
long,100,無,30,75,12:00,67,0.776,8.79,589.0,-809.0,1.2,-18.8,34.0
long,100,無,30,75,12:30,67,0.821,16.43,1101.0,-731.0,1.41,-3.9,35.1
long,100,無,30,75,13:00,67,0.791,18.33,1228.0,-496.0,1.47,0.1,35.0
long,100,無,30,75,13:10,67,0.806,18.94,1269.0,-480.0,1.49,-2.3,38.3
long,100,無,30,75,13:20,67,0.806,17.24,1155.0,-559.0,1.42,-5.1,37.7
long,100,無,30,75,13:30,67,0.821,13.01,872.0,-573.0,1.28,-9.8,33.9
long,100,無,30,75,13:44,67,0.806,7.01,470.0,-605.0,1.14,-15.6,27.7
long,100,無,30,100,12:00,67,0.746,17.7,1186.0,-809.0,1.36,-6.6,39.9
long,100,無,30,100,12:30,67,0.791,28.19,1889.0,-731.0,1.65,10.6,44.3
long,100,無,30,100,13:00,67,0.746,29.07,1948.0,-496.0,1.69,8.2,48.2
long,100,無,30,100,13:10,67,0.776,30.76,2061.0,-480.0,1.73,9.2,50.5
long,100,無,30,100,13:20,67,0.791,29.81,1997.0,-559.0,1.67,7.6,50.1
long,100,無,30,100,13:30,67,0.791,24.7,1655.0,-573.0,1.5,1.7,45.8
long,100,無,30,100,13:44,67,0.791,20.97,1405.0,-605.0,1.39,-2.1,42.1
long,100,無,30,150,12:00,67,0.627,-5.1,-342.0,-1014.0,0.94,-7.3,-3.1
long,100,無,30,150,12:30,67,0.657,-3.0,-201.0,-1088.0,0.96,12.3,-17.0
long,100,無,30,150,13:00,67,0.612,-13.4,-898.0,-1186.0,0.85,9.5,-34.4
long,100,無,30,150,13:10,67,0.642,-12.73,-853.0,-1116.0,0.87,11.7,-35.1
long,100,無,30,150,13:20,67,0.687,-10.22,-685.0,-1211.0,0.89,11.1,-29.7
long,100,無,30,150,13:30,67,0.687,-13.3,-891.0,-1110.0,0.87,9.2,-33.9
long,100,無,30,150,13:44,67,0.701,-22.51,-1508.0,-1299.0,0.8,9.0,-51.3
long,100,無,30,200,12:00,67,0.567,-11.63,-779.0,-1014.0,0.87,1.4,-23.5
long,100,無,30,200,12:30,67,0.597,-14.82,-993.0,-1088.0,0.85,14.2,-41.4
long,100,無,30,200,13:00,67,0.552,-28.54,-1912.0,-1186.0,0.75,11.7,-65.3
long,100,無,30,200,13:10,67,0.582,-27.87,-1867.0,-1116.0,0.76,13.5,-65.7
long,100,無,30,200,13:20,67,0.612,-29.67,-1988.0,-1211.0,0.75,15.3,-70.8
long,100,無,30,200,13:30,67,0.612,-35.7,-2392.0,-1110.0,0.72,10.2,-77.7
long,100,無,30,200,13:44,67,0.612,-44.84,-3004.0,-1299.0,0.68,13.0,-97.7
long,100,無,30,250,12:00,67,0.537,-15.19,-1018.0,-1014.0,0.83,-21.8,-9.2
long,100,無,30,250,12:30,67,0.567,-16.19,-1085.0,-1088.0,0.84,-5.8,-25.7
long,100,無,30,250,13:00,67,0.537,-30.79,-2063.0,-1186.0,0.73,-5.1,-54.3
long,100,無,30,250,13:10,67,0.567,-27.84,-1865.0,-1116.0,0.77,-3.8,-49.8
long,100,無,30,250,13:20,67,0.582,-27.07,-1814.0,-1211.0,0.78,-3.2,-48.9
long,100,無,30,250,13:30,67,0.582,-34.3,-2298.0,-1110.0,0.74,-10.8,-55.8
long,100,無,30,250,13:44,67,0.582,-42.51,-2848.0,-1299.0,0.7,-7.3,-74.7
long,100,無,40,50,12:00,69,0.841,2.71,187.0,-819.0,1.07,-20.5,24.0
long,100,無,40,50,12:30,69,0.884,10.8,745.0,-741.0,1.35,-4.6,24.9
long,100,無,40,50,13:00,69,0.884,16.33,1127.0,-506.0,1.63,6.8,25.1
long,100,無,40,50,13:10,69,0.884,16.09,1110.0,-490.0,1.61,9.7,22.0
long,100,無,40,50,13:20,69,0.884,15.06,1039.0,-569.0,1.55,8.4,21.2
long,100,無,40,50,13:30,69,0.899,12.99,896.0,-583.0,1.44,7.6,17.9
long,100,無,40,50,13:44,69,0.884,7.46,515.0,-615.0,1.21,2.5,12.0
long,100,無,40,75,12:00,69,0.783,10.52,726.0,-819.0,1.24,-20.2,38.7
long,100,無,40,75,12:30,69,0.826,18.91,1305.0,-741.0,1.49,-5.3,41.1
long,100,無,40,75,13:00,69,0.797,19.8,1366.0,-506.0,1.53,-3.5,41.2
long,100,無,40,75,13:10,69,0.797,17.54,1210.0,-490.0,1.44,-5.0,38.2
long,100,無,40,75,13:20,69,0.812,16.26,1122.0,-569.0,1.39,-6.9,37.5
long,100,無,40,75,13:30,69,0.826,12.22,843.0,-583.0,1.26,-11.4,33.9
long,100,無,40,75,13:44,69,0.812,6.54,451.0,-615.0,1.13,-16.7,27.8
long,100,無,40,100,12:00,69,0.739,11.0,759.0,-819.0,1.2,-9.6,29.9
long,100,無,40,100,12:30,69,0.783,18.35,1266.0,-741.0,1.35,7.3,28.5
long,100,無,40,100,13:00,69,0.725,13.3,918.0,-824.0,1.24,4.7,21.2
long,100,無,40,100,13:10,69,0.739,8.04,555.0,-905.0,1.13,5.6,10.3
long,100,無,40,100,13:20,69,0.754,9.29,641.0,-873.0,1.15,4.6,13.6
long,100,無,40,100,13:30,69,0.768,0.67,46.0,-1120.0,1.01,-0.2,1.5
long,100,無,40,100,13:44,69,0.768,-5.26,-363.0,-1309.0,0.93,-4.6,-5.8
long,100,無,40,150,12:00,69,0.638,-3.36,-232.0,-1024.0,0.96,-9.9,2.6
long,100,無,40,150,12:30,69,0.652,-2.43,-168.0,-1098.0,0.97,4.2,-8.5
long,100,無,40,150,13:00,69,0.594,-10.75,-742.0,-1196.0,0.88,-0.7,-20.0
long,100,無,40,150,13:10,69,0.638,-7.64,-527.0,-1126.0,0.92,4.2,-18.5
long,100,無,40,150,13:20,69,0.667,-4.84,-334.0,-1221.0,0.95,3.9,-12.9
long,100,無,40,150,13:30,69,0.696,-8.87,-612.0,-1120.0,0.91,-2.7,-14.5
long,100,無,40,150,13:44,69,0.71,-14.93,-1030.0,-1309.0,0.86,0.2,-28.8
long,100,無,40,200,12:00,69,0.551,-15.23,-1051.0,-1024.0,0.83,-6.0,-23.7
long,100,無,40,200,12:30,69,0.609,-14.06,-970.0,-1098.0,0.86,9.3,-35.4
long,100,無,40,200,13:00,69,0.536,-22.81,-1574.0,-1196.0,0.79,10.1,-53.0
long,100,無,40,200,13:10,69,0.594,-20.32,-1402.0,-1126.0,0.82,11.5,-49.5
long,100,無,40,200,13:20,69,0.609,-21.55,-1487.0,-1221.0,0.81,13.2,-53.4
long,100,無,40,200,13:30,69,0.638,-26.19,-1807.0,-1120.0,0.78,8.8,-58.3
long,100,無,40,200,13:44,69,0.638,-32.83,-2265.0,-1309.0,0.75,10.5,-72.6
long,100,無,40,250,12:00,69,0.522,-20.14,-1390.0,-1024.0,0.78,-17.3,-22.8
long,100,無,40,250,12:30,69,0.565,-20.94,-1445.0,-1098.0,0.8,3.2,-43.1
long,100,無,40,250,13:00,69,0.522,-30.42,-2099.0,-1196.0,0.74,5.4,-63.2
long,100,無,40,250,13:10,69,0.58,-24.33,-1679.0,-1126.0,0.79,7.3,-53.3
long,100,無,40,250,13:20,69,0.58,-21.9,-1511.0,-1221.0,0.82,7.4,-48.7
long,100,無,40,250,13:30,69,0.609,-27.0,-1863.0,-1120.0,0.79,4.5,-55.9
long,100,無,40,250,13:44,69,0.609,-34.42,-2375.0,-1309.0,0.75,6.2,-71.7
long,100,無,50,50,12:00,71,0.859,15.75,1118.0,-829.0,1.62,-8.6,38.1
long,100,無,50,50,12:30,71,0.915,20.89,1483.0,-751.0,1.93,4.1,36.3
long,100,無,50,50,13:00,71,0.915,25.54,1813.0,-516.0,2.39,13.6,36.5
long,100,無,50,50,13:10,71,0.915,25.79,1831.0,-500.0,2.42,13.3,37.2
long,100,無,50,50,13:20,71,0.915,25.34,1799.0,-579.0,2.36,13.4,36.3
long,100,無,50,50,13:30,71,0.915,25.42,1805.0,-593.0,2.37,11.1,38.5
long,100,無,50,50,13:44,71,0.915,21.15,1502.0,-625.0,1.93,7.1,34.1
long,100,無,50,75,12:00,71,0.761,6.13,435.0,-829.0,1.13,-18.9,29.1
long,100,無,50,75,12:30,71,0.817,16.18,1149.0,-751.0,1.39,-3.9,34.6
long,100,無,50,75,13:00,71,0.789,15.62,1109.0,-516.0,1.38,-4.3,33.9
long,100,無,50,75,13:10,71,0.789,15.63,1110.0,-500.0,1.38,0.3,29.7
long,100,無,50,75,13:20,71,0.789,15.31,1087.0,-579.0,1.37,0.4,29.1
long,100,無,50,75,13:30,71,0.789,10.79,766.0,-593.0,1.23,-4.6,24.9
long,100,無,50,75,13:44,71,0.817,5.99,425.0,-625.0,1.12,-10.9,21.5
long,100,無,50,100,12:00,71,0.718,-4.24,-301.0,-1034.0,0.94,-7.8,-1.0
long,100,無,50,100,12:30,71,0.761,2.44,173.0,-1108.0,1.04,9.6,-4.1
long,100,無,50,100,13:00,71,0.732,-2.82,-200.0,-1206.0,0.96,9.2,-13.9
long,100,無,50,100,13:10,71,0.732,-5.15,-366.0,-1136.0,0.93,13.8,-22.6
long,100,無,50,100,13:20,71,0.732,-4.35,-309.0,-1231.0,0.94,14.8,-21.9
long,100,無,50,100,13:30,71,0.746,-9.75,-692.0,-1130.0,0.88,10.0,-27.9
long,100,無,50,100,13:44,71,0.761,-17.28,-1227.0,-1319.0,0.81,3.5,-36.4
long,100,無,50,150,12:00,71,0.606,-7.04,-500.0,-1034.0,0.91,-6.5,-7.5
long,100,無,50,150,12:30,71,0.648,-2.11,-150.0,-1108.0,0.97,7.8,-11.2
long,100,無,50,150,13:00,71,0.62,-6.31,-448.0,-1206.0,0.93,4.9,-16.6
long,100,無,50,150,13:10,71,0.648,-2.31,-164.0,-1136.0,0.97,13.3,-16.7
long,100,無,50,150,13:20,71,0.634,1.48,105.0,-1231.0,1.02,15.0,-11.0
long,100,無,50,150,13:30,71,0.69,-2.48,-176.0,-1130.0,0.97,8.5,-12.6
long,100,無,50,150,13:44,71,0.704,-9.79,-695.0,-1319.0,0.91,8.4,-26.5
long,100,無,50,200,12:00,71,0.549,-13.3,-944.0,-1034.0,0.85,-6.3,-19.7
long,100,無,50,200,12:30,71,0.606,-11.04,-784.0,-1108.0,0.89,8.8,-29.2
long,100,無,50,200,13:00,71,0.549,-22.92,-1627.0,-1206.0,0.79,9.6,-52.8
long,100,無,50,200,13:10,71,0.592,-21.21,-1506.0,-1136.0,0.81,11.0,-50.8
long,100,無,50,200,13:20,71,0.563,-20.24,-1437.0,-1231.0,0.82,12.6,-50.4
long,100,無,50,200,13:30,71,0.62,-24.61,-1747.0,-1130.0,0.8,8.6,-55.2
long,100,無,50,200,13:44,71,0.62,-31.08,-2207.0,-1319.0,0.76,10.3,-69.1
long,100,無,50,250,12:00,71,0.507,-20.93,-1486.0,-1034.0,0.78,-17.9,-23.7
long,100,無,50,250,12:30,71,0.563,-16.66,-1183.0,-1108.0,0.84,3.7,-35.4
long,100,無,50,250,13:00,71,0.535,-28.3,-2009.0,-1206.0,0.76,5.7,-59.6
long,100,無,50,250,13:10,71,0.563,-26.46,-1879.0,-1136.0,0.78,7.6,-57.8
long,100,無,50,250,13:20,71,0.521,-25.87,-1837.0,-1231.0,0.79,7.7,-56.7
long,100,無,50,250,13:30,71,0.577,-30.03,-2132.0,-1130.0,0.77,4.9,-62.1
long,100,無,50,250,13:44,71,0.577,-38.79,-2754.0,-1319.0,0.73,6.6,-80.5
long,100,無,60,50,12:00,73,0.849,13.23,966.0,-839.0,1.48,-13.8,38.1
long,100,無,60,50,12:30,73,0.904,18.55,1354.0,-761.0,1.77,-0.8,36.4
long,100,無,60,50,13:00,73,0.904,21.42,1564.0,-526.0,1.99,5.0,36.6
long,100,無,60,50,13:10,73,0.904,20.92,1527.0,-510.0,1.93,3.2,37.3
long,100,無,60,50,13:20,73,0.904,20.75,1515.0,-589.0,1.92,3.8,36.3
long,100,無,60,50,13:30,73,0.904,19.52,1425.0,-603.0,1.82,-1.1,38.5
long,100,無,60,50,13:44,73,0.904,15.9,1161.0,-635.0,1.58,-4.0,34.2
long,100,無,60,75,12:00,73,0.767,8.92,651.0,-839.0,1.19,-21.5,36.9
long,100,無,60,75,12:30,73,0.822,18.59,1357.0,-761.0,1.47,-5.3,40.6
long,100,無,60,75,13:00,73,0.808,18.66,1362.0,-526.0,1.48,-4.5,40.0
long,100,無,60,75,13:10,73,0.808,18.7,1365.0,-510.0,1.48,0.2,35.7
long,100,無,60,75,13:20,73,0.808,18.22,1330.0,-589.0,1.45,0.0,35.0
long,100,無,60,75,13:30,73,0.822,14.36,1048.0,-603.0,1.32,-4.1,31.3
long,100,無,60,75,13:44,73,0.822,9.3,679.0,-635.0,1.19,-11.1,28.1
long,100,無,60,100,12:00,73,0.671,-11.7,-854.0,-1044.0,0.84,-19.2,-4.8
long,100,無,60,100,12:30,73,0.726,-4.73,-345.0,-1118.0,0.93,-0.3,-8.8
long,100,無,60,100,13:00,73,0.699,-8.59,-627.0,-1216.0,0.88,0.0,-16.5
long,100,無,60,100,13:10,73,0.712,-9.12,-666.0,-1146.0,0.88,4.3,-21.5
long,100,無,60,100,13:20,73,0.712,-8.15,-595.0,-1241.0,0.89,5.7,-20.9
long,100,無,60,100,13:30,73,0.74,-12.32,-899.0,-1140.0,0.85,3.3,-26.7
long,100,無,60,100,13:44,73,0.753,-19.14,-1397.0,-1329.0,0.79,-2.0,-34.9
long,100,無,60,150,12:00,73,0.575,-13.89,-1014.0,-1044.0,0.84,-7.8,-19.5
long,100,無,60,150,12:30,73,0.63,-14.99,-1094.0,-1118.0,0.84,7.0,-35.3
long,100,無,60,150,13:00,73,0.603,-22.47,-1640.0,-1216.0,0.78,4.2,-47.0
long,100,無,60,150,13:10,73,0.644,-18.11,-1322.0,-1146.0,0.82,12.4,-46.2
long,100,無,60,150,13:20,73,0.616,-17.19,-1255.0,-1241.0,0.83,14.4,-46.3
long,100,無,60,150,13:30,73,0.658,-21.25,-1551.0,-1140.0,0.8,8.0,-48.2
long,100,無,60,150,13:44,73,0.671,-27.49,-2007.0,-1329.0,0.76,8.2,-60.3
long,100,無,60,200,12:00,73,0.521,-15.89,-1160.0,-1044.0,0.83,-12.8,-18.7
long,100,無,60,200,12:30,73,0.603,-14.36,-1048.0,-1118.0,0.85,0.2,-27.7
long,100,無,60,200,13:00,73,0.548,-26.73,-1951.0,-1216.0,0.76,-1.0,-50.4
long,100,無,60,200,13:10,73,0.589,-24.78,-1809.0,-1146.0,0.78,0.9,-48.4
long,100,無,60,200,13:20,73,0.562,-23.11,-1687.0,-1241.0,0.8,3.4,-47.5
long,100,無,60,200,13:30,73,0.603,-26.63,-1944.0,-1140.0,0.78,1.1,-52.2
long,100,無,60,200,13:44,73,0.603,-32.51,-2373.0,-1329.0,0.75,3.6,-65.7
long,100,無,60,250,12:00,73,0.479,-22.36,-1632.0,-1044.0,0.77,-22.7,-22.1
long,100,無,60,250,12:30,73,0.562,-18.11,-1322.0,-1118.0,0.83,-1.8,-33.2
long,100,無,60,250,13:00,73,0.534,-29.15,-2128.0,-1216.0,0.75,0.8,-56.7
long,100,無,60,250,13:10,73,0.562,-27.84,-2032.0,-1146.0,0.77,1.6,-55.0
long,100,無,60,250,13:20,73,0.521,-27.18,-1984.0,-1241.0,0.78,1.0,-53.2
long,100,無,60,250,13:30,73,0.562,-30.99,-2262.0,-1140.0,0.76,-1.5,-58.2
long,100,無,60,250,13:44,73,0.562,-39.66,-2895.0,-1329.0,0.72,-0.2,-76.0
long,100,無,70,50,12:00,75,0.827,-1.87,-140.0,-844.0,0.96,-24.7,19.2
long,100,無,70,50,12:30,75,0.88,7.68,576.0,-766.0,1.23,-8.8,22.9
long,100,無,70,50,13:00,75,0.88,10.24,768.0,-531.0,1.33,-1.7,21.3
long,100,無,70,50,13:10,75,0.88,8.31,623.0,-515.0,1.25,-0.5,16.4
long,100,無,70,50,13:20,75,0.88,8.17,613.0,-594.0,1.24,-1.0,16.6
long,100,無,70,50,13:30,75,0.88,3.85,289.0,-608.0,1.1,-4.3,11.4
long,100,無,70,50,13:44,75,0.88,1.63,122.0,-640.0,1.04,-7.9,10.4
long,100,無,70,75,12:00,75,0.733,-16.65,-1249.0,-1054.0,0.76,-21.6,-12.1
long,100,無,70,75,12:30,75,0.787,-11.6,-870.0,-1128.0,0.83,-5.5,-17.3
long,100,無,70,75,13:00,75,0.773,-16.57,-1243.0,-1226.0,0.77,-4.7,-27.5
long,100,無,70,75,13:10,75,0.773,-19.07,-1430.0,-1156.0,0.74,-0.1,-36.5
long,100,無,70,75,13:20,75,0.773,-18.24,-1368.0,-1251.0,0.75,-0.1,-35.0
long,100,無,70,75,13:30,75,0.773,-23.95,-1796.0,-1150.0,0.7,-4.0,-42.3
long,100,無,70,75,13:44,75,0.773,-30.27,-2270.0,-1339.0,0.65,-10.9,-48.2
long,100,無,70,100,12:00,75,0.64,-16.52,-1239.0,-1054.0,0.79,-22.5,-11.0
long,100,無,70,100,12:30,75,0.707,-9.83,-737.0,-1128.0,0.87,-3.5,-15.7
long,100,無,70,100,13:00,75,0.693,-13.0,-975.0,-1226.0,0.83,-1.9,-23.3
long,100,無,70,100,13:10,75,0.72,-10.52,-789.0,-1156.0,0.86,1.7,-21.8
long,100,無,70,100,13:20,75,0.72,-8.85,-664.0,-1251.0,0.89,3.1,-19.9
long,100,無,70,100,13:30,75,0.733,-12.28,-921.0,-1150.0,0.85,2.1,-25.5
long,100,無,70,100,13:44,75,0.747,-18.31,-1373.0,-1339.0,0.8,-1.8,-33.6
long,100,無,70,150,12:00,75,0.573,-14.33,-1075.0,-1054.0,0.84,-9.2,-19.1
long,100,無,70,150,12:30,75,0.627,-15.8,-1185.0,-1128.0,0.83,4.4,-34.4
long,100,無,70,150,13:00,75,0.613,-21.97,-1648.0,-1226.0,0.79,3.4,-45.4
long,100,無,70,150,13:10,75,0.64,-18.99,-1424.0,-1156.0,0.81,8.8,-44.6
long,100,無,70,150,13:20,75,0.627,-17.52,-1314.0,-1251.0,0.83,11.6,-44.4
long,100,無,70,150,13:30,75,0.653,-21.09,-1582.0,-1150.0,0.81,6.2,-46.3
long,100,無,70,150,13:44,75,0.667,-26.88,-2016.0,-1339.0,0.77,6.9,-58.1
long,100,無,70,200,12:00,75,0.507,-16.55,-1241.0,-1054.0,0.82,-15.2,-17.8
long,100,無,70,200,12:30,75,0.587,-14.25,-1069.0,-1128.0,0.86,-1.2,-26.3
long,100,無,70,200,13:00,75,0.56,-26.99,-2024.0,-1226.0,0.76,-3.2,-48.9
long,100,無,70,200,13:10,75,0.587,-24.8,-1860.0,-1156.0,0.78,-1.6,-46.2
long,100,無,70,200,13:20,75,0.573,-23.47,-1760.0,-1251.0,0.8,0.5,-45.6
long,100,無,70,200,13:30,75,0.6,-26.68,-2001.0,-1150.0,0.78,-2.1,-49.4
long,100,無,70,200,13:44,75,0.6,-32.84,-2463.0,-1339.0,0.75,-0.6,-62.6
long,100,無,70,250,12:00,75,0.467,-22.71,-1703.0,-1054.0,0.77,-25.1,-20.5
long,100,無,70,250,12:30,75,0.547,-17.64,-1323.0,-1128.0,0.83,-3.1,-31.1
long,100,無,70,250,13:00,75,0.547,-28.79,-2159.0,-1226.0,0.76,-1.4,-54.1
long,100,無,70,250,13:10,75,0.56,-27.64,-2073.0,-1156.0,0.77,-0.9,-52.3
long,100,無,70,250,13:20,75,0.533,-26.83,-2012.0,-1251.0,0.78,-1.8,-49.9
long,100,無,70,250,13:30,75,0.56,-31.41,-2356.0,-1150.0,0.76,-4.6,-56.1
long,100,無,70,250,13:44,75,0.56,-40.0,-3000.0,-1339.0,0.72,-4.4,-72.9
long,100,無,80,50,12:00,80,0.825,-1.8,-144.0,-844.0,0.96,-28.5,21.2
