date,yr,pct,pnl,how
2023-11-27,2023,0.01,-90.0,close
2023-11-27,2023,0.015,-90.0,close
2023-11-30,2023,0.0,-8.0,close
2023-11-30,2023,0.003,-8.0,close
2023-11-30,2023,0.005,-8.0,close
2023-11-30,2023,0.0075,-8.0,close
2023-11-30,2023,0.01,-8.0,close
2023-11-30,2023,0.015,-8.0,close
2023-12-04,2023,0.0,-50.0,close
2023-12-04,2023,0.003,-50.0,close
2023-12-04,2023,0.005,-50.0,close
2023-12-04,2023,0.0075,-50.0,close
2023-12-04,2023,0.01,-50.0,close
2023-12-04,2023,0.015,-50.0,close
2023-12-05,2023,0.0,-31.0,close
2023-12-05,2023,0.003,-31.0,close
2023-12-05,2023,0.005,-31.0,close
2023-12-05,2023,0.0075,-31.0,close
2023-12-05,2023,0.01,-31.0,close
2023-12-05,2023,0.015,-31.0,close
2023-12-08,2023,0.0,16.0,close
2023-12-08,2023,0.003,16.0,close
2023-12-08,2023,0.005,16.0,close
2023-12-08,2023,0.0075,16.0,close
2023-12-08,2023,0.01,16.0,close
2023-12-08,2023,0.015,16.0,close
2023-12-11,2023,0.0,-18.0,close
2023-12-11,2023,0.003,-18.0,close
2023-12-11,2023,0.005,-18.0,close
2023-12-11,2023,0.0075,-18.0,close
2023-12-11,2023,0.01,-18.0,close
2023-12-11,2023,0.015,-18.0,close
2023-12-12,2023,0.0,21.0,close
2023-12-12,2023,0.003,50.461,target
2023-12-12,2023,0.005,21.0,close
2023-12-12,2023,0.0075,21.0,close
2023-12-12,2023,0.01,21.0,close
2023-12-12,2023,0.015,21.0,close
2023-12-13,2023,0.0,-44.0,close
2023-12-13,2023,0.003,-44.0,close
2023-12-13,2023,0.005,-44.0,close
2023-12-13,2023,0.0075,-44.0,close
2023-12-13,2023,0.01,-44.0,close
2023-12-13,2023,0.015,-44.0,close
2023-12-14,2023,0.0,59.0,close
2023-12-14,2023,0.003,50.800000000000004,target
2023-12-14,2023,0.005,86.0,target
2023-12-14,2023,0.0075,59.0,close
2023-12-14,2023,0.01,59.0,close
2023-12-14,2023,0.015,59.0,close
2023-12-15,2023,0.0,66.0,close
2023-12-15,2023,0.003,51.223,target
2023-12-15,2023,0.005,66.0,close
2023-12-15,2023,0.0075,66.0,close
2023-12-15,2023,0.01,66.0,close
2023-12-15,2023,0.015,66.0,close
2023-12-18,2023,0.0,-13.0,close
2023-12-18,2023,0.003,-13.0,close
2023-12-18,2023,0.005,-13.0,close
2023-12-18,2023,0.0075,-13.0,close
2023-12-18,2023,0.01,-13.0,close
2023-12-18,2023,0.015,-13.0,close
2023-12-20,2023,0.0,66.0,close
2023-12-20,2023,0.003,50.773,target
2023-12-20,2023,0.005,66.0,close
2023-12-20,2023,0.0075,66.0,close
2023-12-20,2023,0.01,66.0,close
2023-12-20,2023,0.015,66.0,close
2023-12-22,2023,0.0,7.0,close
2023-12-22,2023,0.003,7.0,close
2023-12-22,2023,0.005,7.0,close
2023-12-22,2023,0.0075,7.0,close
2023-12-22,2023,0.01,7.0,close
2023-12-22,2023,0.015,7.0,close
2023-12-25,2023,0.0,-14.0,close
2023-12-25,2023,0.003,-14.0,close
2023-12-25,2023,0.005,-14.0,close
2023-12-25,2023,0.0075,-14.0,close
2023-12-25,2023,0.01,-14.0,close
2023-12-25,2023,0.015,-14.0,close
2023-12-26,2023,0.0,83.0,close
2023-12-26,2023,0.003,50.947,target
2023-12-26,2023,0.005,86.245,target
2023-12-26,2023,0.0075,83.0,close
2023-12-26,2023,0.01,83.0,close
2023-12-26,2023,0.015,83.0,close
2023-12-27,2023,0.0,97.0,close
2023-12-27,2023,0.003,51.274,target
2023-12-27,2023,0.005,86.79,target
2023-12-27,2023,0.0075,97.0,close
2023-12-27,2023,0.01,97.0,close
2023-12-27,2023,0.015,97.0,close
2023-12-28,2023,0.0,11.0,close
2023-12-28,2023,0.003,11.0,close
2023-12-28,2023,0.005,11.0,close
2023-12-28,2023,0.0075,11.0,close
2023-12-28,2023,0.01,11.0,close
2023-12-28,2023,0.015,11.0,close
2024-01-08,2024,0.0,25.0,close
2024-01-08,2024,0.003,50.71,target
2024-01-08,2024,0.005,85.85000000000001,target
2024-01-08,2024,0.0075,129.775,target
2024-01-08,2024,0.01,25.0,close
2024-01-08,2024,0.015,25.0,close
2024-01-09,2024,0.0,69.0,close
2024-01-09,2024,0.003,50.845,target
2024-01-09,2024,0.005,86.075,target
2024-01-09,2024,0.0075,69.0,close
2024-01-09,2024,0.01,69.0,close
2024-01-09,2024,0.015,69.0,close
2024-01-10,2024,0.0,-54.0,close
2024-01-10,2024,0.003,-54.0,close
2024-01-10,2024,0.005,-54.0,close
2024-01-10,2024,0.0075,-54.0,close
2024-01-10,2024,0.01,-54.0,close
2024-01-10,2024,0.015,-54.0,close
2024-01-12,2024,0.0,14.0,close
2024-01-12,2024,0.003,50.410000000000004,target
2024-01-12,2024,0.005,85.35000000000001,target
2024-01-12,2024,0.0075,14.0,close
2024-01-12,2024,0.01,14.0,close
2024-01-12,2024,0.015,14.0,close
2024-01-17,2024,0.0,-108.0,close
2024-01-17,2024,0.003,-108.0,close
2024-01-17,2024,0.005,-108.0,close
2024-01-17,2024,0.0075,-108.0,close
2024-01-17,2024,0.01,-108.0,close
2024-01-17,2024,0.015,-108.0,close
2024-01-19,2024,0.0,-99.0,close
2024-01-19,2024,0.003,-99.0,close
2024-01-19,2024,0.005,-99.0,close
2024-01-19,2024,0.0075,-99.0,close
2024-01-19,2024,0.01,-99.0,close
2024-01-19,2024,0.015,-99.0,close
2024-01-22,2024,0.0,-2.0,close
2024-01-22,2024,0.003,51.451,target
2024-01-22,2024,0.005,-2.0,close
2024-01-22,2024,0.0075,-2.0,close
2024-01-22,2024,0.01,-2.0,close
2024-01-22,2024,0.015,-2.0,close
2024-01-23,2024,0.0,70.0,close
2024-01-23,2024,0.003,51.391,target
2024-01-23,2024,0.005,70.0,close
2024-01-23,2024,0.0075,70.0,close
2024-01-23,2024,0.01,70.0,close
2024-01-23,2024,0.015,70.0,close
2024-01-24,2024,0.0,-8.0,close
2024-01-24,2024,0.003,-8.0,close
2024-01-24,2024,0.005,-8.0,close
2024-01-24,2024,0.0075,-8.0,close
2024-01-24,2024,0.01,-8.0,close
2024-01-24,2024,0.015,-8.0,close
2024-01-25,2024,0.0,-29.0,close
2024-01-25,2024,0.003,-29.0,close
2024-01-25,2024,0.005,-29.0,close
2024-01-25,2024,0.0075,-29.0,close
2024-01-25,2024,0.01,-29.0,close
2024-01-25,2024,0.015,-29.0,close
2024-01-30,2024,0.0,-53.0,close
2024-01-30,2024,0.003,-53.0,close
2024-01-30,2024,0.005,-53.0,close
2024-01-30,2024,0.0075,-53.0,close
2024-01-30,2024,0.01,-53.0,close
2024-01-30,2024,0.015,-53.0,close
2024-01-31,2024,0.0,62.0,close
2024-01-31,2024,0.003,51.949,target
2024-01-31,2024,0.005,62.0,close
2024-01-31,2024,0.0075,62.0,close
2024-01-31,2024,0.01,62.0,close
2024-01-31,2024,0.015,62.0,close
2024-02-01,2024,0.0,-12.0,close
2024-02-01,2024,0.003,51.934000000000005,target
2024-02-01,2024,0.005,87.89,target
2024-02-01,2024,0.0075,-12.0,close
2024-02-01,2024,0.01,-12.0,close
2024-02-01,2024,0.015,-12.0,close
2024-02-02,2024,0.0,-17.0,close
2024-02-02,2024,0.003,-17.0,close
2024-02-02,2024,0.005,-17.0,close
2024-02-02,2024,0.0075,-17.0,close
2024-02-02,2024,0.01,-17.0,close
2024-02-02,2024,0.015,-17.0,close
2024-02-05,2024,0.0,70.0,close
2024-02-05,2024,0.003,52.042,target
2024-02-05,2024,0.005,70.0,close
2024-02-05,2024,0.0075,70.0,close
2024-02-05,2024,0.01,70.0,close
2024-02-05,2024,0.015,70.0,close
2024-02-15,2024,0.0,-95.0,close
2024-02-15,2024,0.003,-95.0,close
2024-02-15,2024,0.005,-95.0,close
2024-02-15,2024,0.0075,-95.0,close
2024-02-15,2024,0.01,-95.0,close
2024-02-15,2024,0.015,-95.0,close
2024-02-21,2024,0.0,59.0,close
2024-02-21,2024,0.003,54.253,target
2024-02-21,2024,0.005,59.0,close
2024-02-21,2024,0.0075,59.0,close
2024-02-21,2024,0.01,59.0,close
2024-02-21,2024,0.015,59.0,close
2024-02-23,2024,0.0,39.0,close
2024-02-23,2024,0.003,39.0,close
2024-02-23,2024,0.005,39.0,close
2024-02-23,2024,0.0075,39.0,close
2024-02-23,2024,0.01,39.0,close
2024-02-23,2024,0.015,39.0,close
2024-02-26,2024,0.0,-51.0,close
2024-02-26,2024,0.003,54.745000000000005,target
2024-02-26,2024,0.005,-51.0,close
2024-02-26,2024,0.0075,-51.0,close
2024-02-26,2024,0.01,-51.0,close
2024-02-26,2024,0.015,-51.0,close
2024-02-27,2024,0.0,-90.0,close
2024-02-27,2024,0.003,54.865,target
2024-02-27,2024,0.005,-90.0,close
2024-02-27,2024,0.0075,-90.0,close
2024-02-27,2024,0.01,-90.0,close
2024-02-27,2024,0.015,-90.0,close
2024-02-29,2024,0.0,-157.0,close
2024-02-29,2024,0.003,-157.0,close
2024-02-29,2024,0.005,-157.0,close
2024-02-29,2024,0.0075,-157.0,close
2024-02-29,2024,0.01,-157.0,close
2024-02-29,2024,0.015,-157.0,close
2024-03-01,2024,0.0,11.0,close
2024-03-01,2024,0.003,11.0,close
2024-03-01,2024,0.005,11.0,close
2024-03-01,2024,0.0075,11.0,close
2024-03-01,2024,0.01,11.0,close
2024-03-01,2024,0.015,11.0,close
2024-03-04,2024,0.0,-28.0,close
2024-03-04,2024,0.003,-28.0,close
2024-03-04,2024,0.005,-28.0,close
2024-03-04,2024,0.0075,-28.0,close
2024-03-04,2024,0.01,-28.0,close
2024-03-04,2024,0.015,-28.0,close
2024-03-05,2024,0.0,18.0,close
2024-03-05,2024,0.003,56.116,target
2024-03-05,2024,0.005,18.0,close
2024-03-05,2024,0.0075,18.0,close
2024-03-05,2024,0.01,18.0,close
2024-03-05,2024,0.015,18.0,close
2024-03-07,2024,0.0,-42.0,close
2024-03-07,2024,0.003,56.998000000000005,target
2024-03-07,2024,0.005,-42.0,close
2024-03-07,2024,0.0075,-42.0,close
2024-03-07,2024,0.01,-42.0,close
2024-03-07,2024,0.015,-42.0,close
2024-03-08,2024,0.0,163.0,close
2024-03-08,2024,0.003,57.877,target
2024-03-08,2024,0.005,97.795,target
2024-03-08,2024,0.0075,147.6925,target
2024-03-08,2024,0.01,197.59,target
2024-03-08,2024,0.015,297.385,target
2024-03-12,2024,0.0,-246.0,close
2024-03-12,2024,0.003,-246.0,close
2024-03-12,2024,0.005,-246.0,close
2024-03-12,2024,0.0075,-246.0,close
2024-03-12,2024,0.01,-246.0,close
2024-03-12,2024,0.015,-246.0,close
2024-03-13,2024,0.0,25.0,close
2024-03-13,2024,0.003,57.865,target
2024-03-13,2024,0.005,25.0,close
2024-03-13,2024,0.0075,25.0,close
2024-03-13,2024,0.01,25.0,close
2024-03-13,2024,0.015,25.0,close
2024-03-15,2024,0.0,99.0,close
2024-03-15,2024,0.003,57.481,target
2024-03-15,2024,0.005,97.135,target
2024-03-15,2024,0.0075,99.0,close
2024-03-15,2024,0.01,99.0,close
2024-03-15,2024,0.015,99.0,close
2024-03-21,2024,0.0,220.0,close
2024-03-21,2024,0.003,58.129,target
2024-03-21,2024,0.005,98.215,target
2024-03-21,2024,0.0075,148.3225,target
2024-03-21,2024,0.01,198.43,target
2024-03-21,2024,0.015,220.0,close
2024-03-22,2024,0.0,-74.0,close
2024-03-22,2024,0.003,-74.0,close
2024-03-22,2024,0.005,-74.0,close
2024-03-22,2024,0.0075,-74.0,close
2024-03-22,2024,0.01,-74.0,close
2024-03-22,2024,0.015,-74.0,close
2024-03-25,2024,0.0,-26.0,close
2024-03-25,2024,0.003,-26.0,close
2024-03-25,2024,0.005,-26.0,close
2024-03-25,2024,0.0075,-26.0,close
2024-03-25,2024,0.01,-26.0,close
2024-03-25,2024,0.015,-26.0,close
2024-03-28,2024,0.0,-38.0,close
2024-03-28,2024,0.003,-38.0,close
2024-03-28,2024,0.005,-38.0,close
2024-03-28,2024,0.0075,-38.0,close
2024-03-28,2024,0.01,-38.0,close
2024-03-28,2024,0.015,-38.0,close
2024-03-29,2024,0.0,57.0,close
2024-03-29,2024,0.003,58.660000000000004,target
2024-03-29,2024,0.005,57.0,close
2024-03-29,2024,0.0075,57.0,close
2024-03-29,2024,0.01,57.0,close
2024-03-29,2024,0.015,57.0,close
2024-04-01,2024,0.0,-107.0,close
2024-04-01,2024,0.003,-107.0,close
2024-04-01,2024,0.005,-107.0,close
2024-04-01,2024,0.0075,-107.0,close
2024-04-01,2024,0.01,-107.0,close
2024-04-01,2024,0.015,-107.0,close
2024-04-02,2024,0.0,165.0,close
2024-04-02,2024,0.003,59.065,target
2024-04-02,2024,0.005,99.775,target
2024-04-02,2024,0.0075,150.6625,target
2024-04-02,2024,0.01,165.0,close
2024-04-02,2024,0.015,165.0,close
2024-04-03,2024,0.0,22.0,close
2024-04-03,2024,0.003,59.125,target
2024-04-03,2024,0.005,22.0,close
2024-04-03,2024,0.0075,22.0,close
2024-04-03,2024,0.01,22.0,close
2024-04-03,2024,0.015,22.0,close
2024-04-08,2024,0.0,44.0,close
2024-04-08,2024,0.003,59.215,target
2024-04-08,2024,0.005,100.025,target
2024-04-08,2024,0.0075,44.0,close
2024-04-08,2024,0.01,44.0,close
2024-04-08,2024,0.015,44.0,close
2024-04-09,2024,0.0,331.0,close
2024-04-09,2024,0.003,59.617000000000004,target
2024-04-09,2024,0.005,100.69500000000001,target
2024-04-09,2024,0.0075,152.0425,target
2024-04-09,2024,0.01,203.39000000000001,target
2024-04-09,2024,0.015,306.085,target
2024-04-10,2024,0.0,27.0,close
2024-04-10,2024,0.003,60.463,target
2024-04-10,2024,0.005,27.0,close
2024-04-10,2024,0.0075,27.0,close
2024-04-10,2024,0.01,27.0,close
2024-04-10,2024,0.015,27.0,close
2024-04-11,2024,0.0,-49.0,close
2024-04-11,2024,0.003,-49.0,close
2024-04-11,2024,0.005,-49.0,close
2024-04-11,2024,0.0075,-49.0,close
2024-04-11,2024,0.01,-49.0,close
2024-04-11,2024,0.015,-49.0,close
2024-04-12,2024,0.0,-17.0,close
2024-04-12,2024,0.003,-17.0,close
2024-04-12,2024,0.005,-17.0,close
2024-04-12,2024,0.0075,-17.0,close
2024-04-12,2024,0.01,-17.0,close
2024-04-12,2024,0.015,-17.0,close
2024-04-16,2024,0.0,337.0,close
2024-04-16,2024,0.003,58.846000000000004,target
2024-04-16,2024,0.005,99.41,target
2024-04-16,2024,0.0075,150.11499999999998,target
2024-04-16,2024,0.01,200.82,target
2024-04-16,2024,0.015,302.22999999999996,target
