date,yr,tp,sl,pnl,how
2023-08-22,2023,0.01,0.0075,19.0,close
2023-08-22,2023,0.01,0.01,19.0,close
2023-08-22,2023,0.01,0.015,19.0,close
2023-08-22,2023,0.01,0.0,19.0,close
2023-08-22,2023,0.015,0.005,19.0,close
2023-08-22,2023,0.015,0.0075,19.0,close
2023-08-22,2023,0.015,0.01,19.0,close
2023-08-22,2023,0.015,0.015,19.0,close
2023-08-22,2023,0.015,0.0,19.0,close
2023-08-22,2023,0.0,0.005,19.0,close
2023-08-22,2023,0.0,0.0075,19.0,close
2023-08-22,2023,0.0,0.01,19.0,close
2023-08-22,2023,0.0,0.015,19.0,close
2023-08-22,2023,0.0,0.0,19.0,close
2023-08-24,2023,0.0075,0.005,-5.0,close
2023-08-24,2023,0.0075,0.0075,-5.0,close
2023-08-24,2023,0.0075,0.01,-5.0,close
2023-08-24,2023,0.0075,0.015,-5.0,close
2023-08-24,2023,0.0075,0.0,-5.0,close
2023-08-24,2023,0.01,0.005,-5.0,close
2023-08-24,2023,0.01,0.0075,-5.0,close
2023-08-24,2023,0.01,0.01,-5.0,close
2023-08-24,2023,0.01,0.015,-5.0,close
2023-08-24,2023,0.01,0.0,-5.0,close
2023-08-24,2023,0.015,0.005,-5.0,close
2023-08-24,2023,0.015,0.0075,-5.0,close
2023-08-24,2023,0.015,0.01,-5.0,close
2023-08-24,2023,0.015,0.015,-5.0,close
2023-08-24,2023,0.015,0.0,-5.0,close
2023-08-24,2023,0.0,0.005,-5.0,close
2023-08-24,2023,0.0,0.0075,-5.0,close
2023-08-24,2023,0.0,0.01,-5.0,close
2023-08-24,2023,0.0,0.015,-5.0,close
2023-08-24,2023,0.0,0.0,-5.0,close
2023-08-28,2023,0.0075,0.005,22.0,close
2023-08-28,2023,0.0075,0.0075,22.0,close
2023-08-28,2023,0.0075,0.01,22.0,close
2023-08-28,2023,0.0075,0.015,22.0,close
2023-08-28,2023,0.0075,0.0,22.0,close
2023-08-28,2023,0.01,0.005,22.0,close
2023-08-28,2023,0.01,0.0075,22.0,close
2023-08-28,2023,0.01,0.01,22.0,close
2023-08-28,2023,0.01,0.015,22.0,close
2023-08-28,2023,0.01,0.0,22.0,close
2023-08-28,2023,0.015,0.005,22.0,close
2023-08-28,2023,0.015,0.0075,22.0,close
2023-08-28,2023,0.015,0.01,22.0,close
2023-08-28,2023,0.015,0.015,22.0,close
2023-08-28,2023,0.015,0.0,22.0,close
2023-08-28,2023,0.0,0.005,22.0,close
2023-08-28,2023,0.0,0.0075,22.0,close
2023-08-28,2023,0.0,0.01,22.0,close
2023-08-28,2023,0.0,0.015,22.0,close
2023-08-28,2023,0.0,0.0,22.0,close
2023-08-29,2023,0.0075,0.005,-84.855,stop
2023-08-29,2023,0.0075,0.0075,55.0,close
2023-08-29,2023,0.0075,0.01,55.0,close
2023-08-29,2023,0.0075,0.015,55.0,close
2023-08-29,2023,0.0075,0.0,55.0,close
2023-08-29,2023,0.01,0.005,-84.855,stop
2023-08-29,2023,0.01,0.0075,55.0,close
2023-08-29,2023,0.01,0.01,55.0,close
2023-08-29,2023,0.01,0.015,55.0,close
2023-08-29,2023,0.01,0.0,55.0,close
2023-08-29,2023,0.015,0.005,-84.855,stop
2023-08-29,2023,0.015,0.0075,55.0,close
2023-08-29,2023,0.015,0.01,55.0,close
2023-08-29,2023,0.015,0.015,55.0,close
2023-08-29,2023,0.015,0.0,55.0,close
2023-08-29,2023,0.0,0.005,-84.855,stop
2023-08-29,2023,0.0,0.0075,55.0,close
2023-08-29,2023,0.0,0.01,55.0,close
2023-08-29,2023,0.0,0.015,55.0,close
2023-08-29,2023,0.0,0.0,55.0,close
2023-08-30,2023,0.0075,0.005,39.0,close
2023-08-30,2023,0.0075,0.0075,39.0,close
2023-08-30,2023,0.0075,0.01,39.0,close
2023-08-30,2023,0.0075,0.015,39.0,close
2023-08-30,2023,0.0075,0.0,39.0,close
2023-08-30,2023,0.01,0.005,39.0,close
2023-08-30,2023,0.01,0.0075,39.0,close
2023-08-30,2023,0.01,0.01,39.0,close
2023-08-30,2023,0.01,0.015,39.0,close
2023-08-30,2023,0.01,0.0,39.0,close
2023-08-30,2023,0.015,0.005,39.0,close
2023-08-30,2023,0.015,0.0075,39.0,close
2023-08-30,2023,0.015,0.01,39.0,close
2023-08-30,2023,0.015,0.015,39.0,close
2023-08-30,2023,0.015,0.0,39.0,close
2023-08-30,2023,0.0,0.005,39.0,close
2023-08-30,2023,0.0,0.0075,39.0,close
2023-08-30,2023,0.0,0.01,39.0,close
2023-08-30,2023,0.0,0.015,39.0,close
2023-08-30,2023,0.0,0.0,39.0,close
2023-08-31,2023,0.0075,0.005,-85.64,stop
2023-08-31,2023,0.0075,0.0075,-127.46,stop
2023-08-31,2023,0.0075,0.01,-106.0,close
2023-08-31,2023,0.0075,0.015,-106.0,close
2023-08-31,2023,0.0075,0.0,-106.0,close
2023-08-31,2023,0.01,0.005,-85.64,stop
2023-08-31,2023,0.01,0.0075,-127.46,stop
2023-08-31,2023,0.01,0.01,-106.0,close
2023-08-31,2023,0.01,0.015,-106.0,close
2023-08-31,2023,0.01,0.0,-106.0,close
2023-08-31,2023,0.015,0.005,-85.64,stop
2023-08-31,2023,0.015,0.0075,-127.46,stop
2023-08-31,2023,0.015,0.01,-106.0,close
2023-08-31,2023,0.015,0.015,-106.0,close
2023-08-31,2023,0.015,0.0,-106.0,close
2023-08-31,2023,0.0,0.005,-85.64,stop
2023-08-31,2023,0.0,0.0075,-127.46,stop
2023-08-31,2023,0.0,0.01,-106.0,close
2023-08-31,2023,0.0,0.015,-106.0,close
2023-08-31,2023,0.0,0.0,-106.0,close
2023-09-01,2023,0.0075,0.005,122.46249999999999,target
2023-09-01,2023,0.0075,0.0075,122.46249999999999,target
2023-09-01,2023,0.0075,0.01,122.46249999999999,target
2023-09-01,2023,0.0075,0.015,122.46249999999999,target
2023-09-01,2023,0.0075,0.0,122.46249999999999,target
2023-09-01,2023,0.01,0.005,53.0,close
2023-09-01,2023,0.01,0.0075,53.0,close
2023-09-01,2023,0.01,0.01,53.0,close
2023-09-01,2023,0.01,0.015,53.0,close
2023-09-01,2023,0.01,0.0,53.0,close
2023-09-01,2023,0.015,0.005,53.0,close
2023-09-01,2023,0.015,0.0075,53.0,close
2023-09-01,2023,0.015,0.01,53.0,close
2023-09-01,2023,0.015,0.015,53.0,close
2023-09-01,2023,0.015,0.0,53.0,close
2023-09-01,2023,0.0,0.005,53.0,close
2023-09-01,2023,0.0,0.0075,53.0,close
2023-09-01,2023,0.0,0.01,53.0,close
2023-09-01,2023,0.0,0.015,53.0,close
2023-09-01,2023,0.0,0.0,53.0,close
2023-09-04,2023,0.0075,0.005,122.86,target
2023-09-04,2023,0.0075,0.0075,122.86,target
2023-09-04,2023,0.0075,0.01,122.86,target
2023-09-04,2023,0.0075,0.015,122.86,target
2023-09-04,2023,0.0075,0.0,122.86,target
2023-09-04,2023,0.01,0.005,129.0,close
2023-09-04,2023,0.01,0.0075,129.0,close
2023-09-04,2023,0.01,0.01,129.0,close
2023-09-04,2023,0.01,0.015,129.0,close
2023-09-04,2023,0.01,0.0,129.0,close
2023-09-04,2023,0.015,0.005,129.0,close
2023-09-04,2023,0.015,0.0075,129.0,close
2023-09-04,2023,0.015,0.01,129.0,close
2023-09-04,2023,0.015,0.015,129.0,close
2023-09-04,2023,0.015,0.0,129.0,close
2023-09-04,2023,0.0,0.005,129.0,close
2023-09-04,2023,0.0,0.0075,129.0,close
2023-09-04,2023,0.0,0.01,129.0,close
2023-09-04,2023,0.0,0.015,129.0,close
2023-09-04,2023,0.0,0.0,129.0,close
2023-09-05,2023,0.0075,0.005,13.0,close
2023-09-05,2023,0.0075,0.0075,13.0,close
2023-09-05,2023,0.0075,0.01,13.0,close
2023-09-05,2023,0.0075,0.015,13.0,close
2023-09-05,2023,0.0075,0.0,13.0,close
2023-09-05,2023,0.01,0.005,13.0,close
2023-09-05,2023,0.01,0.0075,13.0,close
2023-09-05,2023,0.01,0.01,13.0,close
2023-09-05,2023,0.01,0.015,13.0,close
2023-09-05,2023,0.01,0.0,13.0,close
2023-09-05,2023,0.015,0.005,13.0,close
2023-09-05,2023,0.015,0.0075,13.0,close
2023-09-05,2023,0.015,0.01,13.0,close
2023-09-05,2023,0.015,0.015,13.0,close
2023-09-05,2023,0.015,0.0,13.0,close
2023-09-05,2023,0.0,0.005,13.0,close
2023-09-05,2023,0.0,0.0075,13.0,close
2023-09-05,2023,0.0,0.01,13.0,close
2023-09-05,2023,0.0,0.015,13.0,close
2023-09-05,2023,0.0,0.0,13.0,close
2023-09-06,2023,0.0075,0.005,-51.0,close
2023-09-06,2023,0.0075,0.0075,-51.0,close
2023-09-06,2023,0.0075,0.01,-51.0,close
2023-09-06,2023,0.0075,0.015,-51.0,close
2023-09-06,2023,0.0075,0.0,-51.0,close
2023-09-06,2023,0.01,0.005,-51.0,close
2023-09-06,2023,0.01,0.0075,-51.0,close
2023-09-06,2023,0.01,0.01,-51.0,close
2023-09-06,2023,0.01,0.015,-51.0,close
2023-09-06,2023,0.01,0.0,-51.0,close
2023-09-06,2023,0.015,0.005,-51.0,close
2023-09-06,2023,0.015,0.0075,-51.0,close
2023-09-06,2023,0.015,0.01,-51.0,close
2023-09-06,2023,0.015,0.015,-51.0,close
2023-09-06,2023,0.015,0.0,-51.0,close
2023-09-06,2023,0.0,0.005,-51.0,close
2023-09-06,2023,0.0,0.0075,-51.0,close
2023-09-06,2023,0.0,0.01,-51.0,close
2023-09-06,2023,0.0,0.015,-51.0,close
2023-09-06,2023,0.0,0.0,-51.0,close
2023-09-08,2023,0.0075,0.005,-84.44,stop
2023-09-08,2023,0.0075,0.0075,-76.0,close
2023-09-08,2023,0.0075,0.01,-76.0,close
2023-09-08,2023,0.0075,0.015,-76.0,close
2023-09-08,2023,0.0075,0.0,-76.0,close
2023-09-08,2023,0.01,0.005,-84.44,stop
2023-09-08,2023,0.01,0.0075,-76.0,close
2023-09-08,2023,0.01,0.01,-76.0,close
2023-09-08,2023,0.01,0.015,-76.0,close
2023-09-08,2023,0.01,0.0,-76.0,close
2023-09-08,2023,0.015,0.005,-84.44,stop
2023-09-08,2023,0.015,0.0075,-76.0,close
2023-09-08,2023,0.015,0.01,-76.0,close
2023-09-08,2023,0.015,0.015,-76.0,close
2023-09-08,2023,0.015,0.0,-76.0,close
2023-09-08,2023,0.0,0.005,-84.44,stop
2023-09-08,2023,0.0,0.0075,-76.0,close
2023-09-08,2023,0.0,0.01,-76.0,close
2023-09-08,2023,0.0,0.015,-76.0,close
2023-09-08,2023,0.0,0.0,-76.0,close
2023-09-12,2023,0.0075,0.005,121.4875,target
2023-09-12,2023,0.0075,0.0075,121.4875,target
2023-09-12,2023,0.0075,0.01,121.4875,target
2023-09-12,2023,0.0075,0.015,121.4875,target
2023-09-12,2023,0.0075,0.0,121.4875,target
2023-09-12,2023,0.01,0.005,102.0,close
2023-09-12,2023,0.01,0.0075,102.0,close
2023-09-12,2023,0.01,0.01,102.0,close
2023-09-12,2023,0.01,0.015,102.0,close
2023-09-12,2023,0.01,0.0,102.0,close
2023-09-12,2023,0.015,0.005,102.0,close
2023-09-12,2023,0.015,0.0075,102.0,close
2023-09-12,2023,0.015,0.01,102.0,close
2023-09-12,2023,0.015,0.015,102.0,close
2023-09-12,2023,0.015,0.0,102.0,close
2023-09-12,2023,0.0,0.005,102.0,close
2023-09-12,2023,0.0,0.0075,102.0,close
2023-09-12,2023,0.0,0.01,102.0,close
2023-09-12,2023,0.0,0.015,102.0,close
2023-09-12,2023,0.0,0.0,102.0,close
2023-09-14,2023,0.0075,0.005,123.0625,target
2023-09-14,2023,0.0075,0.0075,123.0625,target
2023-09-14,2023,0.0075,0.01,123.0625,target
2023-09-14,2023,0.0075,0.015,123.0625,target
2023-09-14,2023,0.0075,0.0,123.0625,target
2023-09-14,2023,0.01,0.005,164.75,target
2023-09-14,2023,0.01,0.0075,164.75,target
2023-09-14,2023,0.01,0.01,164.75,target
2023-09-14,2023,0.01,0.015,164.75,target
2023-09-14,2023,0.01,0.0,164.75,target
2023-09-14,2023,0.015,0.005,163.0,close
2023-09-14,2023,0.015,0.0075,163.0,close
2023-09-14,2023,0.015,0.01,163.0,close
2023-09-14,2023,0.015,0.015,163.0,close
2023-09-14,2023,0.015,0.0,163.0,close
2023-09-14,2023,0.0,0.005,163.0,close
2023-09-14,2023,0.0,0.0075,163.0,close
2023-09-14,2023,0.0,0.01,163.0,close
2023-09-14,2023,0.0,0.015,163.0,close
2023-09-14,2023,0.0,0.0,163.0,close
2023-09-15,2023,0.0075,0.005,58.0,close
2023-09-15,2023,0.0075,0.0075,58.0,close
2023-09-15,2023,0.0075,0.01,58.0,close
2023-09-15,2023,0.0075,0.015,58.0,close
2023-09-15,2023,0.0075,0.0,58.0,close
2023-09-15,2023,0.01,0.005,58.0,close
2023-09-15,2023,0.01,0.0075,58.0,close
2023-09-15,2023,0.01,0.01,58.0,close
2023-09-15,2023,0.01,0.015,58.0,close
2023-09-15,2023,0.01,0.0,58.0,close
2023-09-15,2023,0.015,0.005,58.0,close
2023-09-15,2023,0.015,0.0075,58.0,close
2023-09-15,2023,0.015,0.01,58.0,close
2023-09-15,2023,0.015,0.015,58.0,close
2023-09-15,2023,0.015,0.0,58.0,close
2023-09-15,2023,0.0,0.005,58.0,close
2023-09-15,2023,0.0,0.0075,58.0,close
2023-09-15,2023,0.0,0.01,58.0,close
2023-09-15,2023,0.0,0.015,58.0,close
2023-09-15,2023,0.0,0.0,58.0,close
2023-09-19,2023,0.0075,0.005,-85.44500000000001,stop
2023-09-19,2023,0.0075,0.0075,-84.0,close
2023-09-19,2023,0.0075,0.01,-84.0,close
2023-09-19,2023,0.0075,0.015,-84.0,close
2023-09-19,2023,0.0075,0.0,-84.0,close
2023-09-19,2023,0.01,0.005,-85.44500000000001,stop
2023-09-19,2023,0.01,0.0075,-84.0,close
2023-09-19,2023,0.01,0.01,-84.0,close
2023-09-19,2023,0.01,0.015,-84.0,close
2023-09-19,2023,0.01,0.0,-84.0,close
2023-09-19,2023,0.015,0.005,-85.44500000000001,stop
2023-09-19,2023,0.015,0.0075,-84.0,close
2023-09-19,2023,0.015,0.01,-84.0,close
2023-09-19,2023,0.015,0.015,-84.0,close
2023-09-19,2023,0.015,0.0,-84.0,close
2023-09-19,2023,0.0,0.005,-85.44500000000001,stop
2023-09-19,2023,0.0,0.0075,-84.0,close
2023-09-19,2023,0.0,0.01,-84.0,close
2023-09-19,2023,0.0,0.015,-84.0,close
2023-09-19,2023,0.0,0.0,-84.0,close
2023-09-21,2023,0.0075,0.005,121.63,target
2023-09-21,2023,0.0075,0.0075,121.63,target
2023-09-21,2023,0.0075,0.01,121.63,target
2023-09-21,2023,0.0075,0.015,121.63,target
2023-09-21,2023,0.0075,0.0,121.63,target
2023-09-21,2023,0.01,0.005,162.84,target
2023-09-21,2023,0.01,0.0075,162.84,target
2023-09-21,2023,0.01,0.01,162.84,target
2023-09-21,2023,0.01,0.015,162.84,target
2023-09-21,2023,0.01,0.0,162.84,target
2023-09-21,2023,0.015,0.005,174.0,close
2023-09-21,2023,0.015,0.0075,174.0,close
2023-09-21,2023,0.015,0.01,174.0,close
2023-09-21,2023,0.015,0.015,174.0,close
2023-09-21,2023,0.015,0.0,174.0,close
2023-09-21,2023,0.0,0.005,174.0,close
2023-09-21,2023,0.0,0.0075,174.0,close
2023-09-21,2023,0.0,0.01,174.0,close
2023-09-21,2023,0.0,0.015,174.0,close
2023-09-21,2023,0.0,0.0,174.0,close
2023-09-22,2023,0.0075,0.005,-83.0,stop
2023-09-22,2023,0.0075,0.0075,-123.5,stop
2023-09-22,2023,0.0075,0.01,-146.0,close
2023-09-22,2023,0.0075,0.015,-146.0,close
2023-09-22,2023,0.0075,0.0,-146.0,close
2023-09-22,2023,0.01,0.005,-83.0,stop
2023-09-22,2023,0.01,0.0075,-123.5,stop
2023-09-22,2023,0.01,0.01,-146.0,close
2023-09-22,2023,0.01,0.015,-146.0,close
2023-09-22,2023,0.01,0.0,-146.0,close
2023-09-22,2023,0.015,0.005,-83.0,stop
2023-09-22,2023,0.015,0.0075,-123.5,stop
2023-09-22,2023,0.015,0.01,-146.0,close
2023-09-22,2023,0.015,0.015,-146.0,close
2023-09-22,2023,0.015,0.0,-146.0,close
2023-09-22,2023,0.0,0.005,-83.0,stop
2023-09-22,2023,0.0,0.0075,-123.5,stop
2023-09-22,2023,0.0,0.01,-146.0,close
2023-09-22,2023,0.0,0.015,-146.0,close
2023-09-22,2023,0.0,0.0,-146.0,close
2023-09-25,2023,0.0075,0.005,120.69999999999999,target
2023-09-25,2023,0.0075,0.0075,120.69999999999999,target
2023-09-25,2023,0.0075,0.01,120.69999999999999,target
2023-09-25,2023,0.0075,0.015,120.69999999999999,target
2023-09-25,2023,0.0075,0.0,120.69999999999999,target
2023-09-25,2023,0.01,0.005,100.0,close
2023-09-25,2023,0.01,0.0075,100.0,close
2023-09-25,2023,0.01,0.01,100.0,close
2023-09-25,2023,0.01,0.015,100.0,close
2023-09-25,2023,0.01,0.0,100.0,close
2023-09-25,2023,0.015,0.005,100.0,close
2023-09-25,2023,0.015,0.0075,100.0,close
2023-09-25,2023,0.015,0.01,100.0,close
2023-09-25,2023,0.015,0.015,100.0,close
2023-09-25,2023,0.015,0.0,100.0,close
2023-09-25,2023,0.0,0.005,100.0,close
2023-09-25,2023,0.0,0.0075,100.0,close
2023-09-25,2023,0.0,0.01,100.0,close
2023-09-25,2023,0.0,0.015,100.0,close
2023-09-25,2023,0.0,0.0,100.0,close
2023-09-26,2023,0.0075,0.005,-84.035,stop
2023-09-26,2023,0.0075,0.0075,-125.0525,stop
2023-09-26,2023,0.0075,0.01,-102.0,close
2023-09-26,2023,0.0075,0.015,-102.0,close
2023-09-26,2023,0.0075,0.0,-102.0,close
2023-09-26,2023,0.01,0.005,-84.035,stop
2023-09-26,2023,0.01,0.0075,-125.0525,stop
2023-09-26,2023,0.01,0.01,-102.0,close
2023-09-26,2023,0.01,0.015,-102.0,close
2023-09-26,2023,0.01,0.0,-102.0,close
2023-09-26,2023,0.015,0.005,-84.035,stop
2023-09-26,2023,0.015,0.0075,-125.0525,stop
2023-09-26,2023,0.015,0.01,-102.0,close
2023-09-26,2023,0.015,0.015,-102.0,close
2023-09-26,2023,0.015,0.0,-102.0,close
2023-09-26,2023,0.0,0.005,-84.035,stop
2023-09-26,2023,0.0,0.0075,-125.0525,stop
2023-09-26,2023,0.0,0.01,-102.0,close
2023-09-26,2023,0.0,0.015,-102.0,close
2023-09-26,2023,0.0,0.0,-102.0,close
2023-09-27,2023,0.0075,0.005,-83.215,stop
2023-09-27,2023,0.0075,0.0075,-71.0,close
2023-09-27,2023,0.0075,0.01,-71.0,close
2023-09-27,2023,0.0075,0.015,-71.0,close
2023-09-27,2023,0.0075,0.0,-71.0,close
2023-09-27,2023,0.01,0.005,-83.215,stop
2023-09-27,2023,0.01,0.0075,-71.0,close
2023-09-27,2023,0.01,0.01,-71.0,close
2023-09-27,2023,0.01,0.015,-71.0,close
2023-09-27,2023,0.01,0.0,-71.0,close
2023-09-27,2023,0.015,0.005,-83.215,stop
2023-09-27,2023,0.015,0.0075,-71.0,close
2023-09-27,2023,0.015,0.01,-71.0,close
2023-09-27,2023,0.015,0.015,-71.0,close
2023-09-27,2023,0.015,0.0,-71.0,close
2023-09-27,2023,0.0,0.005,-83.215,stop
2023-09-27,2023,0.0,0.0075,-71.0,close
2023-09-27,2023,0.0,0.01,-71.0,close
2023-09-27,2023,0.0,0.015,-71.0,close
2023-09-27,2023,0.0,0.0,-71.0,close
2023-09-28,2023,0.0075,0.005,23.0,close
2023-09-28,2023,0.0075,0.0075,23.0,close
2023-09-28,2023,0.0075,0.01,23.0,close
2023-09-28,2023,0.0075,0.015,23.0,close
2023-09-28,2023,0.0075,0.0,23.0,close
2023-09-28,2023,0.01,0.005,23.0,close
2023-09-28,2023,0.01,0.0075,23.0,close
2023-09-28,2023,0.01,0.01,23.0,close
2023-09-28,2023,0.01,0.015,23.0,close
2023-09-28,2023,0.01,0.0,23.0,close
2023-09-28,2023,0.015,0.005,23.0,close
2023-09-28,2023,0.015,0.0075,23.0,close
2023-09-28,2023,0.015,0.01,23.0,close
2023-09-28,2023,0.015,0.015,23.0,close
2023-09-28,2023,0.015,0.0,23.0,close
2023-09-28,2023,0.0,0.005,23.0,close
2023-09-28,2023,0.0,0.0075,23.0,close
2023-09-28,2023,0.0,0.01,23.0,close
2023-09-28,2023,0.0,0.015,23.0,close
2023-09-28,2023,0.0,0.0,23.0,close
2023-10-02,2023,0.0075,0.005,35.0,close
2023-10-02,2023,0.0075,0.0075,35.0,close
2023-10-02,2023,0.0075,0.01,35.0,close
2023-10-02,2023,0.0075,0.015,35.0,close
2023-10-02,2023,0.0075,0.0,35.0,close
2023-10-02,2023,0.01,0.005,35.0,close
2023-10-02,2023,0.01,0.0075,35.0,close
2023-10-02,2023,0.01,0.01,35.0,close
2023-10-02,2023,0.01,0.015,35.0,close
2023-10-02,2023,0.01,0.0,35.0,close
2023-10-02,2023,0.015,0.005,35.0,close
2023-10-02,2023,0.015,0.0075,35.0,close
2023-10-02,2023,0.015,0.01,35.0,close
2023-10-02,2023,0.015,0.015,35.0,close
2023-10-02,2023,0.015,0.0,35.0,close
2023-10-02,2023,0.0,0.005,35.0,close
2023-10-02,2023,0.0,0.0075,35.0,close
2023-10-02,2023,0.0,0.01,35.0,close
2023-10-02,2023,0.0,0.015,35.0,close
2023-10-02,2023,0.0,0.0,35.0,close
2023-10-03,2023,0.0075,0.005,-84.47500000000001,stop
2023-10-03,2023,0.0075,0.0075,-86.0,close
2023-10-03,2023,0.0075,0.01,-86.0,close
2023-10-03,2023,0.0075,0.015,-86.0,close
2023-10-03,2023,0.0075,0.0,-86.0,close
2023-10-03,2023,0.01,0.005,-84.47500000000001,stop
2023-10-03,2023,0.01,0.0075,-86.0,close
2023-10-03,2023,0.01,0.01,-86.0,close
2023-10-03,2023,0.01,0.015,-86.0,close
2023-10-03,2023,0.01,0.0,-86.0,close
2023-10-03,2023,0.015,0.005,-84.47500000000001,stop
2023-10-03,2023,0.015,0.0075,-86.0,close
2023-10-03,2023,0.015,0.01,-86.0,close
2023-10-03,2023,0.015,0.015,-86.0,close
2023-10-03,2023,0.015,0.0,-86.0,close
2023-10-03,2023,0.0,0.005,-84.47500000000001,stop
2023-10-03,2023,0.0,0.0075,-86.0,close
2023-10-03,2023,0.0,0.01,-86.0,close
2023-10-03,2023,0.0,0.015,-86.0,close
2023-10-03,2023,0.0,0.0,-86.0,close
2023-10-05,2023,0.0075,0.005,120.25,target
2023-10-05,2023,0.0075,0.0075,120.25,target
2023-10-05,2023,0.0075,0.01,120.25,target
2023-10-05,2023,0.0075,0.015,120.25,target
2023-10-05,2023,0.0075,0.0,120.25,target
2023-10-05,2023,0.01,0.005,161.0,target
2023-10-05,2023,0.01,0.0075,161.0,target
2023-10-05,2023,0.01,0.01,161.0,target
2023-10-05,2023,0.01,0.015,161.0,target
2023-10-05,2023,0.01,0.0,161.0,target
2023-10-05,2023,0.015,0.005,156.0,close
2023-10-05,2023,0.015,0.0075,156.0,close
2023-10-05,2023,0.015,0.01,156.0,close
2023-10-05,2023,0.015,0.015,156.0,close
2023-10-05,2023,0.015,0.0,156.0,close
2023-10-05,2023,0.0,0.005,156.0,close
2023-10-05,2023,0.0,0.0075,156.0,close
2023-10-05,2023,0.0,0.01,156.0,close
2023-10-05,2023,0.0,0.015,156.0,close
2023-10-05,2023,0.0,0.0,156.0,close
2023-10-11,2023,0.0075,0.005,-86.0,stop
2023-10-11,2023,0.0075,0.0075,-128.0,stop
2023-10-11,2023,0.0075,0.01,-87.0,close
2023-10-11,2023,0.0075,0.015,-87.0,close
2023-10-11,2023,0.0075,0.0,-87.0,close
2023-10-11,2023,0.01,0.005,-86.0,stop
2023-10-11,2023,0.01,0.0075,-128.0,stop
2023-10-11,2023,0.01,0.01,-87.0,close
2023-10-11,2023,0.01,0.015,-87.0,close
2023-10-11,2023,0.01,0.0,-87.0,close
2023-10-11,2023,0.015,0.005,-86.0,stop
2023-10-11,2023,0.015,0.0075,-128.0,stop
2023-10-11,2023,0.015,0.01,-87.0,close
2023-10-11,2023,0.015,0.015,-87.0,close
